,Tweet Id,Tweet Datetime,Tweet Text,Twitter @ Name,Tweet Coordinates,Place Info,User Location,Tweet Language
5099,1310415610468274177,2020-09-28 03:06:42,"@cali4niaDreams Here stop ignoring the facts 
https://t.co/D4JuwfxKgX",PitbullNAS,,,Saturn,en
3408,1310420103511437314,2020-09-28 03:24:33,"IBM Debuts Power10; Touts New Memory Scheme, Security, and Inferencing: https://t.co/1YQJkL8eSd - IBM today introduced its next generation Power10 microprocessor, a 7nm device manufactured by Samsung. The chip features a new… https://t.co/vkjpm32VLg #GovCloudWorldNews https://t.co/Aahu2bk8Lq",Kevin_Jackson,,,"Virginia, USA",en
3462,1310420518563196929,2020-09-28 03:26:12,@7apCm @DianeAzarian @MamboJambo85 @javo4k @Schrader_Adam @BernieSanders @BolBol That's why local bizz is so important .that's why small mom and pop shops are so important .u buy a samsung tv or phone money goes over seas. Dosnt get recirculated here and we have to barrow more to keep up with demand. Just saying,JosephEvinger,,,"Missouri, USA",en
5098,1310420594211643392,2020-09-28 03:26:30,Time to reinstate my Samsung watch?,OfSnarf,,,"Obetz, OH",en
6888,1310425453447073792,2020-09-28 03:45:49,"@SheWasHer it's a tad simply for me cuz I have a Samsung TV, phone and tablet https://t.co/WfzRMihIQm",GrymeJr,,,Washington dc ,en
2339,1310425558602440706,2020-09-28 03:46:14,@shwood Samsung Watch. It's THE BOMB. https://t.co/oVgjDXVoOn,BillDavisMagic,,,"Lebanon, TN",en
1507,1310432591921770502,2020-09-28 04:14:11,"@heyyitsjanea 💀💀💀, remember when them Them Samsung phones started exploding, that’s when I stop sleeping with my phone near me. That mf be on the counter 10 feet away",YTFgooner,,,"New York, NY",en
272,1310433537552596992,2020-09-28 04:17:56,"@BubbaWang20 Samsung bec it has a great camera, good apps, and it doesn't break really easily",Aliyavicki,,,"Los Angeles, CA",en
3826,1310438228936331265,2020-09-28 04:36:35,"@vasquezu_ @SamsungMobileUS Don't bother. Pixels are overrated. I'd reccomend a Galaxy A51. 4000mh battery, 128GB internal storage plus SD slot, multi lens camera and OLED screen...all for $400.",its_glennn,,,USA,en
132,1310444069051457537,2020-09-28 04:59:47,"Hey @SamsungMobile/@SamsungUS: What did you do to my #GalaxyWatchActive2 after the last big update? Not only is ECG unavailable because I don't have a #Samsung phone, but now my watch just barely makes it through a day. So much for sleep tracking! Battery used to last 2 days.",TedPavlic,,,"Tempe, AZ, United States",en
3461,1310444626118086657,2020-09-28 05:02:00,"@jasonjwilde @SamsungTV @WildeAndTausch 55"" samsung when at home. I've watched on 30"" in hotels and my phone at kids sporting events",NSobon14,,,"Kansas City, MO",en
3825,1310451749342203905,2020-09-28 05:30:18,"@Samsung_Pak Please give it to me i never owned a phone and im in love with this phone. Please select me and im using my samsung tablet for over 6 years, i always buy stuff from our company. 
Thank you, and please select me.😄❤",AzaanPhantom,,,USA,en
6160,1310451890157694979,2020-09-28 05:30:52,"Y'all I need a new phone. I've been using my Samsung Galaxy S5 Active since high school, and I graduated in 2014. I've replaced the battery multiple times and wiped the memory multiple times to keep it running but it's getting to be more expensive than the phone is even worth now",LuvvvMarlaina,,,"Corinth, Mississippi",en
647,1310454767710281735,2020-09-28 05:42:18,"@SamsungSupport would you replace my case it was 1 week old , I used to have a blue leather same samsung case for the note 10+ that never tore apart , had that case for 2 months before I traded in my old phone https://t.co/JGDED5Rpl8",Brandon_Higgins,,,Philadelphia Pa,en
3187,1310461751431839744,2020-09-28 06:10:03,"@SamsungMobileUS My $250 brand new condition Note 8. I ain't paying $1,000 to surf Twitter and not make phone calls. 😂",mousella_,,,"Washington, USA",en
6701,1310469484671643649,2020-09-28 06:40:47,"In 2020, the company has released two further category-defining devices which are designed to defy the barriers of smartphone design, the latest of which being the Galaxy Z Fold2 Visit: https://t.co/TpNZTNmBnK 
#samsung #samsungmobile #samsunggalaxy #galaxyfold #gadget #android https://t.co/OZOXtZbzrt",MyGadgetWorks,,,"Glenview, IL",en
5931,1310472992661540864,2020-09-28 06:54:43,"The Galaxy Note 10 Plus is not a mainstream phone. So if you are looking to invest in one of a kind business phone or if you are a user who wants a big device and will actually use the included S Pen stylus, then this phone is for you. 
https://t.co/DufmLBNRxq
#samsunggalaxy #NYC https://t.co/loVqY3cgr9",cellrepairny,,,New York,en
4574,1310477691016089600,2020-09-28 07:13:23,Samsung users are the risk takers. How can you be using a phone that the screen is more expensive than the phone itself.,Am_husreey,,,earth ,en
2750,1310477999599484928,2020-09-28 07:14:37,Samsung Galaxy F41 to Feature 64-Megapixel Triple Rear Camera Setup https://t.co/Q9ZZW5Qnsy,ViralMNews,,,New York,en
2023,1310485328168394752,2020-09-28 07:43:44,@Icecoldwinds @pwnsdx @KhaksaarTweets @Ricard0o0 @Sanveer71063298 @SnazzyQ The only articles for samsung 4 years security updates I can find is Enterprise editions of some of their phones. No indication any other samsung phone will receive 4 years. Although 3 years os support is a step in the right direction,AethersHill,,,"Cincinnati, OH",en
3184,1310487463358464001,2020-09-28 07:52:13,Purchase now Samsung m31 S newly launched megapixel 64 camera and also comfortable with YouTube video making,Manish04542310,,,"Indiana, USA",en
6159,1310500302823530496,2020-09-28 08:43:14,"Samsung Galaxy Tab S7+ review: Android tablet to rival the iPad Pro Powerful Android tablet has fantastic screen, great speakers and long battery life... - https://t.co/8XBaFoysKg",EnterpriseDepot,,,Atlanta,en
4573,1310501407812976641,2020-09-28 08:47:38,Location:-🌍 somewhere on earth... Camera :-📸 Samsung galaxy SM-G950F.  Aperture:- 🅰️🅿️F 1.7 /Focal length:- 🔳 4.200 MM/ Falsh:- ⚡📸flash used .. ISO 40/ exposure time 1/900s.,haidaramuhd,,,earth ,en
3248,1310505559616114688,2020-09-28 09:04:08,"@M_J_Games Not usually a mobile gamer, but I'll be looking for any excuse to game when I finally get my hands on my Samsung Galaxy Z Fold 2 &amp; between cool looking stuff like this, which I'm about to go add to my Play Store Wishlist and Gamepass Ultimate, I'm sure that won't be a problem 😁",jcitydgaf,,,"Boston, MA",en
1656,1310507841153835008,2020-09-28 09:13:12,@SamsungSupport so you brick my watch with an update and it won't reboot it respond in any way. Thanks. I expect a fix or replacement asap.,CoolJayd8,,,"Acworth, GA",en
3183,1310509739634233345,2020-09-28 09:20:44,"Samsung AirDrop Killer | Nearby Share Galaxy Fold 2 vs Note 20 Ultra #nearbyshare #airdrop #Samsung

https://t.co/ycmdvPmZhR",4_theloveoftech,,,"Florida, USA",en
6157,1310515747504959488,2020-09-28 09:44:37,Galaxy S20 Ultra vs. S10 Plus: I used both Samsung phones for a week ⁦@Samsung⁩ ⁦@SamsungMobileUS⁩ #tech #mobile #smartphone #comps #GalaxyS20Ultra #GalaxyS10Plus  https://t.co/1Zqj4ffjyX,DouglasHoltzman,,,Atlanta,en
6615,1310515871077421056,2020-09-28 09:45:06,Amazon has every single Samsung Galaxy Watch 3 model on sale at a nice discount https://t.co/33c72UZkPC @slideme https://t.co/y2TsiaZoOH,slideme,,,"Seattle, USA",en
1500,1310520459851685889,2020-09-28 10:03:20,@MarkC609 what I hate about Samsung is they won't replace or exchange. They have you send in and get a refund (which is slow) then you have to order again. I would think a replacement device would be a customer service issues that they would give priority attention to replace.,4_theloveoftech,,,"Florida, USA",en
6614,1310525925826523136,2020-09-28 10:25:03,Samsung Galaxy S21 Ultra and OnePlus 8T may share the fastest charging phone record https://t.co/509p7uV4tC @slideme https://t.co/MlJZygJgxP,slideme,,,"Seattle, USA",en
2239,1310528431495544832,2020-09-28 10:35:01,Alright millennials we got the flip phones 🤳 @verge https://t.co/JAc7V1JzF8,backmarket,,,USA,en
641,1310532411340578817,2020-09-28 10:50:50,"@SamsungSupport No you don't you're petty. Send me the right watch bands, it already took you a month to repair my watch! https://t.co/xRbEbosbc0",Purpleicious,,,10002,en
1654,1310533604745850880,2020-09-28 10:55:34,"Samsung Galaxy S20 FE 5G - ""Real Review"" https://t.co/mNwX8MThVa via @YouTube",2S1GMA,,,"South Carolina, USA",en
2745,1310534094556626944,2020-09-28 10:57:31,@SamsungSupport Their repairs take a month and then they send the wrong parts back to you! Who wears a watch without 1/2 of the band with the latch!? https://t.co/zOCZYLoC7H,Purpleicious,,,10002,en
1836,1310534418533101568,2020-09-28 10:58:48,Gun club 3 VR Retro VR review for a VR FPS on Samsung gear VR phone VR s... https://t.co/ScTmSWQY4z via @YouTube,subhumanvr,,,Sussex,en
2238,1310536358528782337,2020-09-28 11:06:31,#techfan #hd Flip case smartphones accessories wired keyboard mouse case sets Android mobile phone keypad stand for huawei samsung xiaomi HTC https://t.co/tT9h6hniWw https://t.co/E3TOp5FCSS,GetYourBestGad1,,,United States,en
1070,1310540857905491973,2020-09-28 11:24:23,"@SamsungMobileUS This just became the official Thot Phone. get the memes ready people. ""If her phone looks like this, she uses tinder for free dinner""",MetricHotrods,,,"District of Columbia, USA",en
4093,1310541421682794501,2020-09-28 11:26:38,"Why is @SamsungMobileUS  always last with mobile updates 
When are we getting #Android11 https://t.co/UYvCG38pUL",KyPhillips10,,,"Cranston, RI",en
6266,1310544253400027136,2020-09-28 11:37:53,@ASB_YT @SamsungUK How does it compare to the likes of One Plus 8 Pro ? Is it worth going for likes of a top end One Plus mobile or the Samsung S20 FE given the price comparison between the two?,ctp1882,,,Scotland,en
2022,1310546682841620483,2020-09-28 11:47:32,"Watch ""Why Samsung is about to take over."" on YouTube https://t.co/Ujv63LNhA7",GerrardCenteno,,,United States,en
2237,1310546683076505601,2020-09-28 11:47:32,Why Samsung is about to take over. https://t.co/FuJG76U8TP via @YouTube,DSeanMiller2,,,"Virgin Islands, U.S.",en
6265,1310549678845341701,2020-09-28 11:59:26,@SamsungSupport How come my brand new @SamsungMobileUS Galaxy S20+ can't focus on close ups? My @Google Pixel3 took beautiful up close photos and I thought I upgraded. Can I return this phone?,JDVMSD,,,Earth,en
4925,1310550222184079361,2020-09-28 12:01:36,Samsung Galaxy Watch 3 review https://t.co/6WX5IUCLHa,deasygr,,,Greece,en
72,1310551456458723329,2020-09-28 12:06:30,@ArezSZN Akg that you get with a samsung phone😅,Seeks__,,,Sweden,en
1069,1310556551036497921,2020-09-28 12:26:45,@hbomax Luckily Android has a cast feature on phones now so I’m able to watch HBOMAX through my Roku that way....I was about to cancel. But my s20 plus saved you. Thanks @SamsungMobile,GlossNBlush,,,"Florida, USA",en
637,1310560775740612610,2020-09-28 12:43:32,"Samsung “killed” the long-lived smartphone Galaxy M41, but by the end of the year will please with a couple of Galaxy M models https://t.co/ynSX3a7cj1",Gadget_Tendency,,,New York,en
3821,1310566445143785473,2020-09-28 13:06:04,@Bad_Boujee3193 @SamsungMobile This could be said for any company trying to make an affordable phone. This is a terrible comparison.,Matth0351,,,"Houston, TX",en
3820,1310567453303373824,2020-09-28 13:10:04,@razeenjb @SamsungMobile @SamsungIndia @Samsung @SamsungNewsIN This is an affordable phone. If doesn't need high-quality cameras.,Matth0351,,,"Houston, TX",en
3355,1310567869361590273,2020-09-28 13:11:43,One of the most satisfying things to do is to ok cookies from #Samsung while on a #crApple device,klonokid,,,"Chicago, IL",en
1494,1310573736786092035,2020-09-28 13:35:02,"@sparksjls This is approximately 25% of total cost of one Samsung Knox personal electronic device for one NSA employee, contractor, or uniformed servicemember. https://t.co/4sHNh8qxJA",robertcaruso,,,"Arlington, VA",en
6536,1310575168746655746,2020-09-28 13:40:44,Having a Samsung as a work phone &lt;&lt;&lt;&lt; https://t.co/9TOBJ8lCCU,ornellaH,,,"Montreal, Canada!",en
2337,1310579265721769992,2020-09-28 13:57:00,@Icecoldwinds @KhaksaarTweets @Ricard0o0 @Sanveer71063298 @SnazzyQ Which is fine! If your phone still gets security updates then continue to use it. The S7 is actually going to receive quarerly updates still. But google and samsung make up (2019) 20.4% of the market. So the other 79.6% of Android phones don’t receive 3+ years of sec. updates.,AethersHill,,,"Cincinnati, OH",en
3354,1310580144332058624,2020-09-28 14:00:30,"Football season is finally here! Watch your favorite team in style with a new TV or sound system from Samsung, and save just like Katrina! Shop through your Discount Program and save up to 40% on Samsung products. - https://t.co/obrEtRLiah https://t.co/VYLue1k1D1",perkspot,,,Chicago,en
3175,1310580223000313856,2020-09-28 14:00:49,"Samsung Note 10+ bigger update since haven't done it earlier due to struggling with bad flu over a week ago. The Note 10+ Exynos international model got the wireless Dex too. If not creator or techy no use to get Note 20 ultra or Fold 2. Ain't worth it.🤧

https://t.co/Y6zqtSyt36",GaborRavasz,,,Romania,en
2234,1310580339820171265,2020-09-28 14:01:17,"How to enable ECG on the Samsung Galaxy Watch 3, Watch Active 2 paired with non-Samsung phones https://t.co/zFiARFQkPr",xdadevelopers,,,USA,en
2018,1310580482665402370,2020-09-28 14:01:51,#OnSale Tracfone Samsung Galaxy J2 4G LTE Prepaid Smartphone (Locked) with $30 Airtime Bundle https://t.co/LyOLODVaDz https://t.co/CrU6lQ9W0S,eDigiNext1,,,Wyoming,en
1065,1310586273766146050,2020-09-28 14:24:51,"@HighLife89 True, samsung is testing out 7.1in screen but by november or december S21 final product should be done and leaks should start.",KennT209,,,"California, USA",en
6264,1310587414453387269,2020-09-28 14:29:23,@Gh0sT120 @handheadman @AnalyMsft My Phone is using the built-in Samsung Flow... 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,EnderAdel,,,Israel,en
5093,1310587960958562305,2020-09-28 14:31:34,"@SamsungMobile I almost bought the note 20 5g until I realized it wouldn't work for me.  I prefer the regular over ultra for the FLAT SCREEN,  BUT there isn't EXPANDABLE memory???  #EpicFail",pghfunone,,,"Pittsburgh, pa",en
271,1310588099567607810,2020-09-28 14:32:07,"I swear imma start making Samsung phone cases because the lack of CREATIVITY in design/function compared to iPhones and Huawei is uncanny 💁🏾‍♀️
______

#craftshit https://t.co/4kWfcqysjZ",eshaknowsmma_,,,"Oakland, CA",en
6432,1310588812578492417,2020-09-28 14:34:57,"Enable better inventory management, optimized production and more. Discover 5 ways mobile devices enable smart factories with leading solutions from @InsightEnt and @SamsungUS 

➡️   https://t.co/B7uzNZ9ZmY https://t.co/uCEtb1gLMe",Geriterc,,,Fayetteville,en
2336,1310589405589991425,2020-09-28 14:37:18,"I just read How to enable ECG on the Samsung Galaxy Watch 3, Watch Active 2 paired with non-Samsung phones https://t.co/Oi0m1wnPj8 by @xdadevelopers #android #news #droid https://t.co/FpwoWgWQdL",Othershawnlong,,,"Indianapolis, IN",en
4089,1310590013424500737,2020-09-28 14:39:43,The Samsung Galaxy S20 Fan Edition 5G is a really good phone with a lousy name. https://t.co/vttV1DtSys,PCMag,,,"New York, NY",en
270,1310590164389953536,2020-09-28 14:40:19,"@AaronishJackson hell ya! I had the thought before but now its like 10 fold. lol. I was trying to search for a case just now &amp; seriously got SO MAD at whats actually available for my phone.

I have the Samsung Galaxy S9+ and we are just at 10 atm. my shit can't be THAT far back for something cool",eshaknowsmma_,,,"Oakland, CA",en
269,1310590405063389190,2020-09-28 14:41:16,"Young Sohn and @Solarisbank CEO Roland Folz share insights on the new possibilities of digital banking, and their partnership together with Visa to launch Samsung Pay in Germany. Find out more in the latest episode of ""The Next Wave"": https://t.co/mobSV8pHbV

#SamsungTheNextWave https://t.co/rZLuFuvPef",SamsungSSIC,,,"Silicon Valley, CA",en
312,1310593141716611079,2020-09-28 14:52:09,@kisumaicooky that’s what i’m wondering...and i wonder how many there are...~100? are they fitting everyone’s screen onto one giant screen like the Samsung unveiling did? it’ll be interesting to see!,hope_hobi_11,,,"Denver, CO",en
4088,1310594004589838336,2020-09-28 14:55:35,"#s7_battery_replacement
In case you have noticed, that your Samsung S7 battery is less effective or you need much more time to charge it, or sometimes your device can shut down when you least expect it, your battery is likely to be replaced.   https://t.co/ty3cYZoP2g https://t.co/VRlnqy3kru",JeenaSara0,,,"usa, Florida",en
1831,1310594120268750848,2020-09-28 14:56:02,Get a refurbished Samsung Galaxy Z Flip for 42 percent off at Back Market https://t.co/stWkJfpkoB https://t.co/Tsrd5YiBqw,Isnetflixdown01,,,"Chicago, IL",en
4524,1310594240309678080,2020-09-28 14:56:31,"@JMillionNYC Normally that's what I'd do too, but Samsung Care+ has the great advantage of literally giving you a new phone. I broke the camera on my Fold2, instead of repairing the back glass, I would get a brand-new in-box Fold2.",MaxWinebach,,,"Connecticut, USA",en
3170,1310596560451964929,2020-09-28 15:05:44,"Check out this product 😍 Samsung Galaxy Phone Cases 360 Degree Full Cover Phone Case ✈️ Free Shipping 😍
Show now 👉👉 {PROD 
by https://t.co/fckEgKNEN6 starting at $10.01. 
Show now 👉👉 https://t.co/vp8GHQgMAE https://t.co/f37QtESI6c",EverydayDiscou3,,,California,en
6430,1310600336042856449,2020-09-28 15:20:44,WHY IS THE AD FOR A SAMSUNG GALAXY PHONE ON TWITCH SO FUCKING LOUD HOLY FUCK,tinyObro,,,Rift,en
6429,1310600874784423939,2020-09-28 15:22:52,"When it comes to the #Samsung S20 FE I got a deal for
EVERYONE! Pre-Order starts tomorrow and if you trade in
an eligible device I can get you $500 off! If that wasn't
enough...add a line and you can get it on us with T-
Mobile. Hit me up! #NERocks https://t.co/vJ8B4iOXmu",TMobile9354,,,"Cary, NC",en
2738,1310600917037637632,2020-09-28 15:23:03,"6 Tips to Make Your Samsung Watch More Google-y
#how_to
https://t.co/Erida1pFRa
https://t.co/reKpaZur8y",CentraMic,,,"Georgia, USA",en
6534,1310602949375275009,2020-09-28 15:31:07,@Hotstarusa hotstar app on my Samsung tv is not working. Can you please help me with this. I am unable to watch ipl right now because of this issue.,arpit_7788,,,"Albany, NY",en
4085,1310603040446185472,2020-09-28 15:31:29,"so my og phone started charging only when i bought an expensive inductive charger
picky, aren't we, Mr samsung",SummoningFailed,,,She/Her (21),en
1060,1310605112969056256,2020-09-28 15:39:43,"android file transfer app,
https://t.co/KvK77zjGvY #android_file_transfer_app #Android10 #androidapps #apps  #filetransferapps #shaerit #Mobile #DigitalMarketing @Android @GooglePlayDev @SamsungMobile",AnastasiaMScan1,,,New York,en
6155,1310605154358566913,2020-09-28 15:39:53,"@mss_sparklisiaa What’s the model?

#Samsung ..........

Tell me the model and I’ll tell how mush is the screen",iamwizabdul,,,Hood,en
5091,1310607990903328768,2020-09-28 15:51:09,"Samsung Galaxy Note 8 N950U Unlocked 64GB 4G LTE Smartphone BLACK, BLUE, PURPLE https://t.co/gjVBpM4FcT",alaa_express,,,united,en
4914,1310610031990185986,2020-09-28 15:59:16,@ZAKtalksTECH @SamsungMobile @SamsungCanada @SamsungMobileUS @Samsung @SamsungMobileCA @SamsungUS Well done . #moneyshot,your_device,,,"New Jersey, USA",en
2015,1310610415500447744,2020-09-28 16:00:47,"Samsung, what's the point of a $400 watch if no one carries the charger?

Catch me going back to Fitbit the next time I need to upgrade my fitness tracker. 😂",jessie__moreno,,,Oregon,en
5913,1310610442688094208,2020-09-28 16:00:54,The Galaxy Note 20 doesn't have enough to stand out among Samsung's myriad phone releases this year. https://t.co/A2oKwqNTmn,PCMag,,,"New York, NY",en
5912,1310610563907694603,2020-09-28 16:01:23,This 5G phone + these @TMobile deals 👀 #TeamMagenta https://t.co/cmME6Z74NJ,nowiresallowed,,,New York,en
6154,1310610771173203970,2020-09-28 16:02:12,Thinking of buying Straight Talk Samsung Galaxy S8 S8+ Plus (64GB) LTE Prepaid Smartphone Refurbished? Read our late https://t.co/ErRxijZNuf,iConvertwireles,,,"Nashville, TN",en
2732,1310610820125069314,2020-09-28 16:02:24,"Break a sweat with the @SamsungUS Galaxy Watch Active2 (44mm, Pink Gold), now on sale for just $199. 🏃‍♀️

SHOP NOW: https://t.co/w5u7BErEme

#galaxy #focuscamera https://t.co/BHz9FtRbcr",Focus_Camera,,,"Brooklyn, NY",en
1722,1310611495550693377,2020-09-28 16:05:05,"Caution to everyone. @Samsung premium Care is a scam. paying for 2 years. Now won't cover a phone that stopped working. @SamsungUS, @SamsungSupport,@SamsungMobile",rknox01,,,"Woodbury, MN",en
5167,1310613676043296769,2020-09-28 16:13:45,"@OMGchad @Ryguyrocky @SamsungMobileUS @GenG I'm highly believe in you Chad, and I know you can do this! And the Note20 5G is definitely very amazing and awesome at the same time! My sister has that Note20 5G samsung device, and we all believe in you Chad ❤️",PuppetMaster_50,,,"Dallas, TX",en
6874,1310613962560593927,2020-09-28 16:14:53,Looking for a galaxy watch band and of course no one has it but some random overseas company oh how I love crap @SamsungMobileUS,Anthonylong541,,,"Washington, USA",en
3511,1310614269449310208,2020-09-28 16:16:06,I lowkey want that samsung flip phone,DTDUNDUNITALL,,,WESTSIDE ,en
1573,1310617808171130880,2020-09-28 16:30:10,Samsung put mobile-first at the center of their strategy for the Samsung Plus learning program powered by SumTotal. Learn more about how they’re developing a global workforce: https://t.co/iv0HWH7FFr @SumTotalAPAC,SumTotalSystems,,,"Gainesville, FL",en
3350,1310621590628032513,2020-09-28 16:45:12,"oh now I remember what I was gonna tweet (I dropped meep because I forgot wtf I was gonna say LOL) 
I played Gensin Impact for a small amount of time AND IT OVER HEATED MY PHONE
OMG 
MY PHONE THATS A SAMSUNG GALAXY S10E CANT HANDLE MIHOYO GAMES",park_mikamin02,,,Texas ,en
6262,1310621682139377665,2020-09-28 16:45:33,@Ashxeity wait how do i screen shot on samsung google laptop,GAnime101,,,El paso Texass,en
3161,1310621902248046593,2020-09-28 16:46:26,This 5G phone + these @TMobile deals 👀 #TeamMagenta https://t.co/wUMlvP9s01,Team181stNyc,,,"New York, NY",en
2452,1310622211720519681,2020-09-28 16:47:40,My VIZIO my favorite tv but it’s in the living room and I never sit in my living room to watch it 😂 that Samsung in my room so bullshit!!! I want to switch them but they both mounted.,THEGENESISBOBO,,,"Baton Rouge, LA",en
4612,1310622281870188546,2020-09-28 16:47:56,"@watch_go_com I bought your samsung watch3 clock where you can change the picture to one that's in your watches gallery. When I double tap the watch face it does nothing, so I'm not able to get into it's settings. I've rebooted my watch but it still doesn't work.",Bob_Coulter,,,"Las Vegas, NV",en
3160,1310622545377472514,2020-09-28 16:48:59,"@andrewmartonik I believe Samsung has an option to lock the home screen config in place, and I had to do that on my dad's phone because he somehow kept managing to move things around and delete icons. Still have no idea how that happens, but Samsung provided a safeguard.",AirlineFlyer,,,NYC,en
4611,1310623204902273024,2020-09-28 16:51:36,"@watch_go_com I bought your Samsung Galaxy Watch3 clock. So I can change pictures from your gallery to be the background of the watch face. When I double tap it it does nothing, so I can't get into the settings. I've tried rebooting the watch but it still does nothing.",Bob_Coulter,,,"Las Vegas, NV",en
3459,1310624692059992066,2020-09-28 16:57:31,This 5G phone + these @TMobile deals 👀   Wowza! Love yourself into a free Samsung. #TeamMagenta https://t.co/pQKiuOjJ5v,rachwohletz,,,"Kansas City, USA",en
1830,1310626183827124226,2020-09-28 17:03:27,"Watch WHO WANTS TO BE A MILLIONAIRE during For The Win Weekdays TODAY at 3 &amp; 3:30p for the first secret word.

Enter it to win a 50"" Samsung Ultra HD TV! New chance each day this week. Good luck 😉
Entry Portal: https://t.co/zncvnIqJZ8 https://t.co/taoA9e5Z7d",CW18Milwaukee,,,"Milwaukee, WI",en
3614,1310626815912734720,2020-09-28 17:05:57,@SamsungMobileUS Fortilla - the Flatbread Phone,ILLUMINATIAM111,,,"California, USA",en
4078,1310627832989724674,2020-09-28 17:10:00,"""@Samsung's flagship smartwatch, the Galaxy Watch 3 is packed with features and boasts silky-smooth performance. The design is attractive, but remains understated, and the bright display is second to none,""

 https://t.co/PuzdbYGWck",reviewed,,,"Cambridge, MA",en
1679,1310632908676190209,2020-09-28 17:30:10,"PSA: Maxed out Note 20 Ultra - Unlocked (US) - on sale for $1099!  $350 off retail! 

Link: https://t.co/npdkUsTd3g

#SamsungGalaxyNote20Ultra #GalaxyNote20Ultra #GalaxyNote20Ultra5G",AsianGeekSquad,,,"Honolulu, Hawaii",en
3649,1310634361247748102,2020-09-28 17:35:56,@SamsungMobileUS How many likes do I have to get for you to send me one? My S7 edge is lagging and having Muscular Dystrophy my Galaxy phone is my lifeline.,hartrose33,,,"Michigan, USA",en
107,1310635063336472576,2020-09-28 17:38:44,@Drewster870 need to get rid of that lil Samsung note phone he got 🤣,WonnJamesss,,"Little Rock, AR",Art Room,en
1829,1310638803695042571,2020-09-28 17:53:35,@cauliflower346 @SamsungMobileUS No when it's closed it's very durable. Just make sure there's nothing on the screen when you close it,The_Dude785,,,"Twin Lakes, WI",en
5185,1310638871156203520,2020-09-28 17:53:52,Samsung the alternative  mr. Who's the Boss https://t.co/sRV2o3MrA5,leapmind,,,ashland Oregon,en
4907,1310638960117526528,2020-09-28 17:54:13,@LennyBons34 @lid_news @TMobile @SamsungMobileUS @itssamsungval I paid 199.99 plus tax. The deal is real and if you have a qualifying device to trade in it sure is worth it.,iamwaynegilbert,,,"Brooklyn, NY",en
2451,1310640078969024513,2020-09-28 17:58:39,"I will likely never own another @SamsungTV again because a.) I can't get rid of the ads, b.) I can't uninstall ALL the apps I want to (e.g. Samsung Health), and c.) the CPU is too underpowered and doesn't feel snappy on a rand new 8 series. Too much money for this device.",nazadus,,,"Port Neches, TX",en
3405,1310640215149752320,2020-09-28 17:59:12,"@SamsungSupport So I've been paying insurance on a phone that I don't have. And the new phone that I have , I can't get coverage on. Because no one informed me that was supposed to be switched over. How was I supposed to know that. but the money was continually coming out of my bank account 🤨",rknox01,,,"Woodbury, MN",en
6613,1310641158909952000,2020-09-28 18:02:57,"@SamsungSupport I need help with my tv repair/replacement. Been getting the run-around from phone support for weeks. Please help, I have repair tickets, etc.",Andrewbogie,,,"Gig Harbor, WA",en
1650,1310642562731044866,2020-09-28 18:08:32,@TechnicallyTee Facts!! That was def a dumb move by Samsung. It turned off a ton of people about getting the galaxy watch for sure,iKam11,,,"Pennsylvania, USA",en
5165,1310644206533185536,2020-09-28 18:15:04,"@mendyld I have a Samsung S9...i will never go back to I-Phone

This phone is amazing",mratcliff57,,,"Texarkana,Arkansas",en
2232,1310644933896724482,2020-09-28 18:17:57,"Samsung Galaxy Tab Active 3 First Look | Specs, Price &amp; Features https://t.co/G9GhlArqjp",GadgetsFinder,,,United States,en
67,1310645376668626945,2020-09-28 18:19:43,@SamsungSupport #samsung Ive been on the phone for 3 hours with Samsung care and nobody is picking up the phone. I spoke with samsung support and they have no answers for me. I have samsung p care. MY phone is not working. HELP ME,ImDahDude212,,,"Pennsylvania, USA",en
1049,1310646001397567491,2020-09-28 18:22:12,👍 on @YouTube: Samsung Galaxy Note20 Ultra vs Galaxy Note 10+ | Why Pay For ULTRA? https://t.co/lTvzq83XQr,RJ_Y16,,,"Shirley, NY",en
5606,1310647388655165440,2020-09-28 18:27:42,"Absolutely awful customer service from #Samsung. A phone shouldn't randomly stop charging after slightly over a year, and if it does, you'd think the manufacturer would be willing to do something beyond referencing the warranty expiring. #samsungA70 #garbage",joshuajamesroth,,,"Toronto, Ontario",en
621,1310650001757032458,2020-09-28 18:38:05,"@SamsungSupport After getting the run-around since July, once again Samsung fails to deliver. Was just offered a ~$300 buyout again by phone, which I declined. Couldn’t even be bothered to offer a refund for my troubles. I’m done with the lack of quality control at Samsung.",Telos09,,,"Boston, MA",en
6612,1310651017185419267,2020-09-28 18:42:07,It’s the sent from Verizon Samsung galaxy phone that got me https://t.co/GNZFNN6AP1,CharlesLTweets,,,Toronto & Vancouver,en
2332,1310651168562044936,2020-09-28 18:42:43,@ReverendJasonnn @EnergyFNBR A pic of a steak taken from a samsung camera,JxhnnyEu,,,Ireland,en
5610,1310652146501799938,2020-09-28 18:46:37,Y’all Samsung just release a touch screen flip phone.... I just might switch 😂,_KeepinUpWithJ_,,,"Lares, Puerto Rico",en
131,1310652153187323904,2020-09-28 18:46:38,"If I hear you talking passionate about a Samsung phone, I am going to disregard everything you say from that point on.",allhailmariahhh,,,abq,en
