,Tweet Id,Tweet Datetime,Tweet Text,Twitter @ Name,Tweet Coordinates,Place Info,User Location,tag
193,1308261599728275456,2020-09-22 04:27:26, i want replacement of my samsung s plus i got burn issues on my screen what kind of amoled display are you giving,GazieYaseen1,,,kashmir,negative
194,1308263066266603520,2020-09-22 04:33:16, i happened to be in my kitchen when my samsung dishwasher finished  to signify its accomplishment it played a short  simplified version of schubert   the trout   i didn t have the presence of mind to record it  but here a link to someone else who did  ,rossqsmith,,,Silicon Valley,neutral
195,1308270613249667072,2020-09-22 05:03:15, dude  samsung s plus  i love this phone   the picture quality is  ,theetholl,,,"Sacramento, CA",positive
196,1308288899819556864,2020-09-22 06:15:55, Miss mine immensely  i am constantly on the road or booking loads  My attention is rarely focused on the phone  The light easily helps me know i have missed something versus unlocking the screen to check if i have ,torn_tv,,,"Las Vegas, NV",positive
197,1308292084583993344,2020-09-22 06:28:34,My android phone updated software again  but yet no  baby fix  Still cannot unlock or open apps with voice   ,itssjoshyy,,,"Norwalk, CA",negative
198,1308308027200737282,2020-09-22 07:31:55, ugh got to pay a   deductible on my next  att bill for replacing my galaxy note      it just will not charge and gives me the same error every time   phone temperature too low   thanks  samsung   ,StrawberryFag00,,,"Tennessee, USA",negative
199,1308317707385876483,2020-09-22 08:10:23,i am proud of my home screen  samsung widgets makes everything easier        ,xlias6on,,,"Duluth, MN",positive
200,1308322969702326273,2020-09-22 08:31:18,geek and nerd in one person have smartphone samsung with google play ,shun_prince,,,Oslo in Norway,neutral
201,1308329314694451200,2020-09-22 08:56:30,so wishing for the samsung galaxy s  note ultra  g   be a sport i have the s   to trade in please   all i want is this phone you created a gem  praying to get it   good work a phone a pc a camera take notes   it is the end of laptops please pretty please help me us unlockedty  ,rosebud_opens,,, Sicily ,positive
202,1308330657563713537,2020-09-22 09:01:51, as a charger l  it uses the same cable as for a samsung phone ,CapersColly,,,Ireland,neutral
203,1308331445941927937,2020-09-22 09:04:58, Definitely would play my favorite game  on my favorite device  ilove  tmobiletuesdays  contest and iilove  ilove playing pPACman ,32116538e198467,,,"Shelby, MI",positive
204,1308332414112944128,2020-09-22 09:08:49, How you liking those widgets you guys just got  Samsung been having those since  low  Outdated trend phone,xGermz,,,"Palmdale, CA",negative
205,1308335811767742465,2020-09-22 09:22:19, if i won this  tmobiletuesdays  contest  i would use my new galaxy z fold g to play  among us after throwing my galaxy s edge in the trash because it is so old and slow  and the screen is cracked  low ,Vagrant_AI,,,USA,negative
206,1308335922216185857,2020-09-22 09:22:46, i would play cod mobile   tmobiletuesdays    contest,OJTheJuice69,,,"Las Vegas, NV",neutral
207,1308335998758203392,2020-09-22 09:23:04, i would definitely play halo  using box cloud service  The size of the device alone is a huge factor    tmobiletuesdays    contest,DPNOfficiel,,,Earth,neutral
208,1308338585142255617,2020-09-22 09:33:21,  tmobiletuesdays  contest i would play Pokemon go first on a new phone  i m already playing all the time on my phone now  Lol ,sarah_harley_,,,texas,neutral
209,1308339998450749440,2020-09-22 09:38:58,  tmobiletuesdays  contest i would be playing life after    whenever my kids did not steal my phone ,IrSteveDay,,,"Portland, OR",neutral
210,1308341315441176576,2020-09-22 09:44:12, This phone looks awesome  is probably played  residentevil   tmobiletuesdays    contest,asp_dol,,,"Columbus, GA",positive
211,1308345409694101505,2020-09-22 10:00:28, Am i the only one who still plays angry birds  i d play angry birds on that huge screen   tmobiletuesdays  contest,Atadres13,,,"California, USA",neutral
212,1308347005673111552,2020-09-22 10:06:48, Sounds like the perfect distraction device for my kids to play whatever they want  so i can do what i need to do when i am out and about with them   tmobiletuesdays  contest,nickuofm,,,"Bardonia, NY",positive
213,1308348278564503553,2020-09-22 10:11:52, i would play  among us defiantly  That dual screen would be soon beautiful  Won t never be able to afford one though   tmobiletuesdays  contest ,xhollister21x,,,"Downey, CA",positive
214,1308353041574191108,2020-09-22 10:30:47,  tmobiletuesdays  contest the first game i would play if lucky enough to win is call of duty mobile ,Dolphan24,,,"Albuquerque, NM",neutral
215,1308354314243457025,2020-09-22 10:35:51, i would let my daughter get the phone and play her rob lox and watch and make all the tie tons   tmobiletuesdays  contest,QueenRegyna,,,Las vegas ,neutral
216,1308356153357852675,2020-09-22 10:43:09, i m playing among us first for sure on that beautiful flip phone  tmobiletuesdays  contest,Bryan_1991x,,,"Red Bud, Il",positive
217,1308357769859268608,2020-09-22 10:49:35, i would love the TV  in a big fanatic of big screen TV specially Samsung   tmobiletuesdays contest,dtorres914,,,"North Carolina, USA",positive
218,1308359517428563969,2020-09-22 10:56:31, i think i would probably play pub first  and then get roller coaster tycoon classic because that large screen would be perfect for that game as well   tmobiletuesdays    contest,bomdiajosh,,,"Daly City, CA",neutral
219,1308359718734266368,2020-09-22 10:57:19, i would play f mobile racing and many other racing games with all that screen to see the track  tmobiletuesdays  contest,bharej30,,,"Illinois, USA",neutral
220,1308360402225463296,2020-09-22 11:00:02, i would play may long on a much better phone then i currently have   tmobiletuesdays  contest,nano50,,,"Delaware, USA",neutral
221,1308363057102544896,2020-09-22 11:10:35, i would love the phone ,gidgiddoni,,,Orlando Florida,positive
222,1308363247012188161,2020-09-22 11:11:20, Gamers   i want this phone for work productivity purposes  i can see emails in large format and see videos of my automation systems on a large and clear screen   tmobiletuesdays  contest,BigFern25,,,"Chicago, IL",positive
223,1308363550751182849,2020-09-22 11:12:33, i would give it to my husband  he plays a lot of games on his phone and this would be a wonderful distraction from everything going on in the world   tmobiletuesdays  contest,_NatashaHart,,,"Massachusetts, USA",positive
224,1308363786341036032,2020-09-22 11:13:29, My son loves the fortunate game  so definitely recommend will be playing it on the new Samsung phone   tmobiletuesdays  contest ,fatoumafifi83,,,"New York, USA",positive
225,1308364960217661440,2020-09-22 11:18:09,absolutly love my galaxy buds  they are super comfortable in ear  they are super small and sound awesome  obviously if you have got a samsung phone they are set up well to run with them to ,Tomriddz,,,Saint john NB canada,positive
226,1308365385880698881,2020-09-22 11:19:50, i would play township if i won the phone  And give the rest to my son the real gamer in the house  tmobiletuesdays  contest,v_strawberry_f,,,"Dallas, Tx",neutral
227,1308365870977241088,2020-09-22 11:21:46, Good morning  if i am blessed with winning the tmobiletuesday contest  i would first express my gratitude and then celebrate the return of sports by playing sports games like madden  lb  and NBA  Love the new Samsung phone  i have a Samsung galaxy   Great phone ,jdelatorre_JD3,,,The Sunshine State,positive
228,1308366067597750272,2020-09-22 11:22:33, The issue with Samsung and all other android devices is the number of phones they release per year  A lot of the apps do not become compatibilized for that specific android phone because there is way too many of them  The estimate number is around   android phones ,TeddyRBLX,,,"Detroit, MI",negative
229,1308366548353126401,2020-09-22 11:24:28, Oh i need the new a fold awesome device it maybe the turning point from phones  tmobiletuesdays  contest,momaa69,,,"Pluckemin, NJ",positive
230,1308366968198762497,2020-09-22 11:26:08, i would love to win a phone   awesome  tmobiletuesdays    contest,ryabenkiyy,,,Sunrise ,positive
231,1308367449616797697,2020-09-22 11:28:02, i never had a nice phone to play games on  this sounds amazing ,Julianna2221,,,New York,positive
232,1308368282756550657,2020-09-22 11:31:21, The Sims mobile has always been my got game   tmobiletuesdays  contest,jazzieb23,,,"Cleveland, OH",neutral
233,1308368489946775553,2020-09-22 11:32:10, want to show the phone off to my technophobe friend  tmobiletuesdays  contest,jadedgoods,,,"Baltimore, MD",neutral
234,1308369300152090625,2020-09-22 11:35:24, On the phone i would play azure lane and csr  On the game pass i would play gears of war  and bloodstained   tmobiletuesdays  contest,MrDanLarkin,,,"Portland, OR",neutral
235,1308369804550696962,2020-09-22 11:37:24, Would love to have this device with all the cool features ,Mack4Momma,,,"Florida, USA",positive
236,1308370444056227840,2020-09-22 11:39:56,  ii dplay with the camera first   ,AdrianO11688601,,,Bassfield,neutral
237,1308371028578570240,2020-09-22 11:42:16, days into my note  ultra g and i have gotta say  this phone is garbage  shitty camera  slow  apps crash constantly   should be ashamed of themselves  before anyone says i got a bad phone  i have already had it replaced once and the issues persist ,trafikjamz,,,"West Fargo, ND",negative
238,1308371378924670976,2020-09-22 11:43:39, i would play no mans sky  A huge galaxy on a tiny phone   tmobiletuesdays    contest,powerbookie,,,"Edina, MN",neutral
239,1308371532524130304,2020-09-22 11:44:16,  And the first game i would play is cod mobile and second fortunate  tmobiletuesdays   contest,baltaza23677233,,,"California, USA",neutral
240,1308373136413466625,2020-09-22 11:50:38, Call of duty mobile for sure  man it would be so sweet to win   tmobiletuesdays    contest,AlbertSUqb4,,,"Nashville, Tennessee",positive
241,1308375549094572032,2020-09-22 12:00:14, Me and my kids really love to read and with the pandemic the libraries are closed so we really do not have a reliable device to read books on  this would be an excellent device for them to continue their reading experiences and my reading hobby  We would share it ,shortydowoop152,,,"Norfolk, VA",positive
242,1308375852057595904,2020-09-22 12:01:26, i would play Mario kart the game would look awesome on the fold screen like that  tmobiletuesdays  contest,kmarievann33,,,Illinois,positive
243,1308375869673660416,2020-09-22 12:01:30, The fortunate game will be the best game to play on the new Samsung phone  tmobiletuesdays  contest ,fatoumafifi83,,,"New York, USA",positive
244,1308380756838842374,2020-09-22 12:20:55, i would play Pokemon and read on this cool new phone ,Fraidycat66,,,Minnesota,positive
245,1308381786615943168,2020-09-22 12:25:01, Wow what to choose and what a phone  What i need for work to van   But gaming with this would take it to a whole new level  i would play fora  halo  sea of Thames  gears of war  wow how do you decide  So many great games on  game pass   tmobiletuesdays  contest,Cereallkilla626,,"Bakersfield, CA",United States,positive
246,1308382908919545857,2020-09-22 12:29:28,  tmobiletuesdays  contest i love playing me some call of duty mobile when i get the free time to distress  Need it in my life,gatorgage,,,USA,positive
247,1308382964171132930,2020-09-22 12:29:41, Probably among st us or cod mobile  tmobiletuesdays    contest,Kris__Davis,,,"Houston,Tx",neutral
248,1308385865425727489,2020-09-22 12:41:13, make it  dollars cash and i will buy it  i am out of contract  i am done buying smart phones that costs a   in one year leaves a burnt in screen ,eurika7655,,,"Florida, USA",negative
249,1308389181102714885,2020-09-22 12:54:24, That phone is a beast  i would play  first   tmobiletuesdays  contest,brad_spann,,,"Houston, TX",positive
250,1308389539275309057,2020-09-22 12:55:49, look  that iteration of the windows phone was amazing  i had a samsung focus and it was the best smart phone i ve ever owned ,8BitBlood,,"Fort Worth, TX","Texas, USA",positive
251,1308390567630516224,2020-09-22 12:59:54, i have a samsung gear watch   the temperature is showing celsius  question  how can switch from celsius to fahrenheit ,SailorLion,,,"Miamisburg, Ohio",neutral
252,1308390804512276484,2020-09-22 13:00:51, i definitely would have to play mortal combat on that new screen  tmobiletuesdays  contest,HeemOfSteele,,,"Atlanta, GA",neutral
253,1308393275930402816,2020-09-22 13:10:40, i am having issues with my Samsung  camera  Keeps disconnecting from my phone  cannot delete photos from the device  is this device still supported ,bradenzimmett,,,"Pennsylvania, USA",negative
254,1308394207313309699,2020-09-22 13:14:22, i would love to go back to playing fortunate once again on a phone like this   tmobiletuesdays    contest,overwattz,,,"Arizona, USA",positive
255,1308394900019458052,2020-09-22 13:17:07, so i preorder a z fold  on sept  for release on thecth  i hear nothing from samsung but notice ship date is now the th with no communication  i call and get lied to  i should at least be told what is going on when spending k  bad job samsung  where is my phone,JWVOLSFN,,,"Virginia, USA",negative
256,1308394924522590209,2020-09-22 13:17:13,  tmobiletuesdays  contest   This would amaze  i am getting ready to start streaming and posting YouTube AiDS and this would help tremendously  Looks like an amazing phone ,Huskyninja16,,,"Weirton, WV",positive
257,1308396873380753409,2020-09-22 13:24:58, This phone is bananas  How amazing ,pikapp168,,,"Orlando, FL",positive
258,1308398054014439425,2020-09-22 13:29:39,installed st two apps on my phone  one for my new soundbar  and one for the new tv  deleted both  and the soundbar still wants to do something with my gallery  and samsung throws a big msg on the tv screen to let them follow my viewing habits  not  how do people tolerate this ,ZiggityBoomer,,,Michigan,negative
259,1308399150816526343,2020-09-22 13:34:01, i would definitely play Mario kart on whichever device i could get my hands on first  i am sure it would be like Mario kart racing around in my living room ,NancGQ,,,Tampa,neutral
260,1308399297432637440,2020-09-22 13:34:36,  tmobiletuesdays  contest the first game that i ll play will be call of duty mobile,kingskill47,,,"Florida, USA",neutral
261,1308400415734669316,2020-09-22 13:39:02,the default music app on my phone to play music i own that has saved on my phone  samsung music  has ads and every  days i have to mute a marketing popup for spotify or sirius or something   the subscription model for all things is insidious and horrible ,amandajhelling,,,"Minnesota, USA",negative
262,1308400649885962241,2020-09-22 13:39:58, Yes  i took that picture with just the phone  No external lens or anything  just the phone  on full screen ratio x zoom  And no flash  that has it ,meier_ronda72,,,"Theodore, AL",positive
263,1308401234844545031,2020-09-22 13:42:17, i love big display phones and i would like to win this phone ,JuFrMata,,,"Boston, MA",positive
264,1308402682718289921,2020-09-22 13:48:03,  tmobiletuesdays  contest screen that big most anything would be good  but i would put GPA on,Kuya_Shiznit,,,NYC,positive
265,1308403022444335105,2020-09-22 13:49:24, if i get that dream phone the first game i am playing is the brick breaking game from mobile Tuesdays     or making a magenta room in animal crossing pocket camp    tmobiletuesdays  contest,eRetcon,,,"Little Rock, AR",positive
266,1308403292746244099,2020-09-22 13:50:28, i would most definitely play apex legends cod fortunate on that device  Looks amazing actually   tmobiletuesdays    contest,CCJony,,,N. Miami Beach,positive
267,1308405892665225216,2020-09-22 14:00:48, i will just enjoy the large screen     tmobiletuesdays  contest,lillou1972,,,"Apopka, FL",positive
268,1308406139843997704,2020-09-22 14:01:47,  tmobiletuesdays  contest i would play mostly my steam link games like i do on my phone now since the larger screen would be perfect  As for mobile games  probably cod mobile,Unsilentninja,,,"Georgia, USA",positive
269,1308410330188599301,2020-09-22 14:18:26, i love the Samsung galaxy z fold g phone i am not really into phones but it looks so cool i could get into it ,ms954jkwd,,,"Florida, USA",positive
270,1308410556911702018,2020-09-22 14:19:20, That phone looks sick,dtramms_TRASH,,,"Georgia, USA",negative
271,1308410904850112514,2020-09-22 14:20:43, The galaxy z fold g would be an upgrade from my current note  for productivity as well as great for when i play madden  mobile   tmobiletuesdays  contest,28rings4yankees,,,"Lantana, TX",positive
272,1308410939285307399,2020-09-22 14:20:51,and the camera on my  zfold already stopped working   help ,HugeDeuce,,,"Indianapolis, IN",negative
273,1308420613174898692,2020-09-22 14:59:18, i would love to have this phone  not sure what will be the first game that i would want to play on it,monihealthguide,,,"Cambridge, MA",positive
274,1308421567496499212,2020-09-22 15:03:05, i would play any game on this cool device  tmobiletuesdays  contest,FERN581,,,New York CIty,positive
275,1308421914776526852,2020-09-22 15:04:28,  tmobiletuesdays  contest i would love to win the phone and let my dad have an upgrade to his s ,westonhubb,,,"Knoxville, TN",positive
276,1308422882830286855,2020-09-22 15:08:19, i would play assassin contracts   it would be awesome on the high def big screen,edbarb54,,,"Deptford, NJ",positive
277,1308430455511945218,2020-09-22 15:38:24, i would love thecg phone  My kids would love the gaming stuff,granna0917,,,"Grand Prairie, TX",positive
278,1308431349100019714,2020-09-22 15:41:57, Then  not them  Damn phone,MyronYen,,,"New York, USA",negative
279,1308432624172425217,2020-09-22 15:47:01, Great  phone,ourodjeriabou,,,"Brooklyn, NY",positive
280,1308433195424256001,2020-09-22 15:49:17,  tmobiletuesdays  contest i am not sure which game i would play first  But i would sure love to stream some live video on that sweet screen  Yeah,b_rock1246,,,"gainesville, ga",positive
281,1308433748975812610,2020-09-22 15:51:29, i m very interested in seeing how cool this phone is   tmobiletuesdays    contest,SanchezHarif,,,"Florida, USA",positive
282,1308437184001826817,2020-09-22 16:05:08, it would be great to gift my grands this awesome phone and gaming set    tmobiletuesdays  contest,mljosey,,,The Lone Star State,positive
283,1308439457306210305,2020-09-22 16:14:10, hey do you have any connections at samsung  i sent my noteu in for repairs and samsung says they could not fix it  that has fine   but now they lost my device and no one can help me get it back ,PlzzGooby,,,FL,negative
284,1308441065125556236,2020-09-22 16:20:34,recently karen replaced her phone with a samsung galaxy s  a few weeks later it began to display a warning that it had gotten wet and would not charge  she was told that if she tried to file a claim that she has be told that the warranty was voided ,TheOldOne,,,Austin Texas,negative
285,1308443318880292866,2020-09-22 16:29:31, definitely love the customization samsung offers  i can talk on the phone or video chat and watch videos at the same time  the split screen feature is everything  recently tested the dual bluetooth option and it has dope that i can control each device audio level individually ,wittyharrelson,,,STL ,positive
286,1308443583125622784,2020-09-22 16:30:34, it is a good phone,corky708,,,"Fresno, CA",positive
287,1308444662575837186,2020-09-22 16:34:51, finally got someone they told me to do a soft reset and let them know how it went  no response after that  i sent photos of what the car and phone messages ,Cathy_Michigan,,,Michigan,negative
288,1308448455573098496,2020-09-22 16:49:56, i would definitely be playing some classic Mario games i watched a couple of videos of them being played on this phone camp  it was amazing  i love that the older games have a classic look with the game pad at the bottom with play on top  This phone is so cool   tmobiletuesdays  contest,kyndalsmith1985,,,"Travelers Rest,South Carolina",positive
289,1308449654334533633,2020-09-22 16:54:42, i would play  gunsofglory with the new Samsung device  tmobiletuesdays    contest,QZSmith,,,"Avon, Indiana ",neutral
290,1308449681823891460,2020-09-22 16:54:48, i d play some bus on that TV or the phone   tmobiletuesdays  contest,L4MENT_TV,,,"Charleston, SC",neutral
291,1308449901399793665,2020-09-22 16:55:40,  tmoblietuesday  contest i would play call of duty mobile,trung408,,,"San Jose, CA",neutral
292,1308450167528579072,2020-09-22 16:56:44, Have you even used android after   Or a  Samsung or one plus device,1MintyS,,,"Jersey City, NJ",neutral
293,1308456977425739777,2020-09-22 17:23:48, i would play dragon city game on that awesome phone    ,ShaneHolden18,,,"Indianapolis, IN",positive
294,1308474472954040320,2020-09-22 18:33:19, So i go to ubreakifix in Lexington Connecticut to see about the oleo phobic coating on my screen coming off and they agree its coming off but try to blame me for it because i took off the factory applied screen protector  Then they said it was my fault,jabreu860,,,"Connecticut, USA",negative
295,1308475228218064896,2020-09-22 18:36:19, What are your settings because i tried a routine trick from YouTube and my phone was hiccuping so i disabled it to get the best use out of it ,drobitson,,,"Chicago, IL",neutral
296,1308477505095872512,2020-09-22 18:45:22, and i also listen on stitcher myself since i have a samsung phone,juliecmboyer,,,"Nanaimo, British Columbia",neutral
297,1308482628933222400,2020-09-22 19:05:43, Love the merge between the to companies  love my phone as well  tmobiletuesdays  contest,UltimateSaiyan7,,,"Fair Oaks, CA",positive
298,1308484406441660422,2020-09-22 19:12:47,well my phone was definitely overheating     i downloaded samsung troubleshoot option and followed their suggestions so hopefully that helps,xlias6on,,,"Duluth, MN",negative
299,1308486675920834561,2020-09-22 19:21:48, i would play the Sims mobile play ,haitianqtie,,,NOVA,neutral
300,1308486816039829505,2020-09-22 19:22:22, i do not have many issues in fl but my kids in pa are very disappointed and cannot wait to pay the phone off to go to another carrier  Means you have  months to improve services  Keep plugging and enter me in the contest for what is worth ,PamelaD8082011,,,"Bethel Park, PA",negative
301,1308491042585419777,2020-09-22 19:39:09, hi there  the samsung device is a great device  we want you to utilize it to its fullest potential  please send us a dm   sharid,sprintcare,,,"Overland Park, KS",positive
302,1308491819362197505,2020-09-22 19:42:14,Fine  i said  i will send it to     after shipping my phone to and nearly a week with no phone they tell me it now has water damage and is out of warranty  i never dropped the phone  never spilled anything on it  nothing  i took very good care of it ,vonralls,,,"Olive Branch, MS",negative
303,1308492309718278152,2020-09-22 19:44:11,in fact  the phone worked very well except not being able to read him cards  it worked great on wife  After an hour and a half on the phone this morning said they would have a supervisor that could resolve this call me at noon  it is now almost pm ,vonralls,,,"Olive Branch, MS",negative
304,1308510804745105408,2020-09-22 20:57:41,samsung customer support is complete crap  i sent in my galaxy buds live last week  got them back today   we are returning the device to you as un repaired    and it is still broken  idiots   ,captpackrat,,,Nebraska,negative
305,1308519725568319489,2020-09-22 21:33:08,issue with the and has been resolved   After a long day of talking on the phone and twitter they finally agreed to repair it   Thanks to the last gentleman i talked to at support that really helped me out ,vonralls,,,"Olive Branch, MS",positive
306,1308531966048862209,2020-09-22 22:21:46,here what the operating system looks like of a samsung galaxy j phone which has been irrevocably hacked illegally under the guise of a  properly issued fisa warrant  ,MegannCunningh3,,,"District of Columbia, USA",negative
307,1308537398872154113,2020-09-22 22:43:21, Yeah  if you dew look into android tablets  i can recommend the Samsung tab se  beautiful ambled screen  quad Dolby atoms speakers all for like   new so on the used market in sure you could get it for a steal ,theangrytacoz,,,Carlisle PA,positive
308,1308544644167294976,2020-09-22 23:12:09, Awesome contest and phone  i would play call of duty mobile   callofdutymobile  contest  samsunggalaxyzfold,MrFancy1608,,"Corona, CA",,positive
309,1308546501598216194,2020-09-22 23:19:32, First game i would play when it comes out is watch dogs legion   contest  tmobiletuesdays,R31gn0fdarkn3ss,,,"Richardson, TX",neutral
310,1308546982630379520,2020-09-22 23:21:26, Play call of duty mobile with my brothers since i live in a different country    tmobiletuesdays  contest,TheRealCuzz,,"Blackwood, NJ","Roseto degli Abruzzi, Abruzzo",neutral
311,1308550866815787008,2020-09-22 23:36:53, every time i see the samsung watch ad i want to throw my phone against the wall,kennyz_1,,,"California, USA",negative
312,1308554100557058048,2020-09-22 23:49:43, hi guys  question  i have the samsung galaxy s   how can i back up my entire phone to my pc that is running the latest version of windows  ,Sargis1979,,,"San Francisco, CA",neutral
313,1308555486028091392,2020-09-22 23:55:14, absolutely hate the update to my phone  why would you change the edge  the update to the edge is useless   update  samsung,Solloveswine,,,United States,negative
314,1308556739608936449,2020-09-23 00:00:13, What gives  i spend  k  on a mobile package including a watch and Erebus and i receive the wrong color phone and no watch then this is not looking good  i have been a loyal Sammy customer since the s rebuking every year ,RoyalMorphz,,,"West Covina, California",negative
315,1308566563545444352,2020-09-23 00:39:15, i have been having issues with my service since June  i regularly check into the benefits of switching to Verizon  very tired of having to use wife calling in my apartment        i will probably be ready to switch once my phone is paid off ,Purplyly,,,"Meridian, ID",negative
316,1308577109074472960,2020-09-23 01:21:09, Since the last update my watch battery drains very fast  Does not even last a day at this point lots of people have complained of this issue after the august  update  Are you all not even looking into it  i would hate to have to go back to a Timex ,earljohnson,,,"Guntersville, Alabama",negative
317,1308578839602356227,2020-09-23 01:28:02, Wow  i would love this so much  Specially the phone  i am way do for one  The TV would go to my son and i will take the game pass so i can play sea of thieves with him     Thanks for all you do  and for keeping it fun for us during these times   tmobilelife  tmobiletuesdays  contest,_Edward_Thatch_,,,United States,positive
318,1308581353395572736,2020-09-23 01:38:01,been a week since i received my new foldable phone  and i love it    samsung  galaxy  galaxyzfold  foldable  smartphone ,xGigaSPx,,,United States,positive
319,1308583938680598528,2020-09-23 01:48:17,  tmobiletuesdays  contest i would play call of duty mobile first ,BillDee8,,,"New Jersey, USA",neutral
320,1308584690425753604,2020-09-23 01:51:17, Hey i have a Samsung but unfortunately i can not download fnaf are on my phone could you please help me,Lmaotrey3,,,"Jonesboro, AR",negative
321,1308598860688785408,2020-09-23 02:47:35, that looks pretty good  i could get used to that  don t have an android phone but i ordered a samsung tablet to use for xcloud  this made me more excited for it ,hrzjohnny,,,"Hampton, VA",positive
322,1308599146069266432,2020-09-23 02:48:43, when will the update for the ecg and blood pressure monitor be released for galaxy watch  ,tigerclawww,,,"New York, NY",neutral
323,1308599254064140288,2020-09-23 02:49:09, i don t known what i would play because i don t have a gaming device  it would depend on what games are available   tmobiletuesdays    contest,Carol_Hilll,,,"Los Angeles, CA ",neutral
324,1308602548522086401,2020-09-23 03:02:14, What i would play if i got the phone it would be call of duty mobile   tmobiletuesdays  contest,Antonio11237411,,,"San Bernardino, CA",neutral
325,1308604685931216896,2020-09-23 03:10:44, i would play hang the phone up s style  Lol i would play Mario kart   tmobiletuesdays  contest,sweetkissesk,,,Michigan,neutral
326,1308604893788123136,2020-09-23 03:11:34, Definitely use it for box game pass and screen mirror to the big screen TV,Kermit_the_BL0G,,,"Sacramento, CA",neutral
327,1308606672315711489,2020-09-23 03:18:38, Call of duty and call of duty mobile for sure ,_EazyEdogg,,,"Denver, CO",neutral
328,1308612008275636227,2020-09-23 03:39:50, i am looking to back up my phone  reset my phone camp  put back all contacts apps camp  pics i have backed up to my PC  can i do that ,Sargis1979,,,"San Francisco, CA",neutral
329,1308624513005805569,2020-09-23 04:29:31, A phone like this is greaaaaat for card games,pduddyy,,,"Vancouver, BC",positive
330,1308633330905088003,2020-09-23 05:04:33,  tmobiletuesdays  calloffduty i would love to win i really need a good phone,arianbn_,,,"Davis, CA",positive
331,1308633666118201344,2020-09-23 05:05:53,Man really knocked it out of the park with the new  galaxyfoldz and  galaxywatch and  galaxybudslive  it is the trisect combo and i am in love with it all  This device is beyond amazing  i am smitten with it for real  ,KingTruckerTech,,,"Atlanta, GA",positive
332,1308644616221208576,2020-09-23 05:49:24, First time in a long time i have picked up a phone and thought  wow  Unlike anything you have ever used in every way that is good  So responsive as well  Coming from a s you would not think the performance difference would be so noticeable but that   is incredible ,tcardizzle,,,"Asheville, NC",positive
333,1308675500081065985,2020-09-23 07:52:07, since i ve done the update i m having issues signing into itunes  i try to use my sign in and i can t get in  this is why samsung might be my next phone  ,KeemieVon,,,"Long Island City, Queens",negative
334,1308686945665585152,2020-09-23 08:37:36,how to install  digitalsignage  app over  tizen based  samsung  tv  display   ,novisign,,,United States,neutral
335,1308725848925667329,2020-09-23 11:12:11, Does this work on a Samsung phone   And how do you set it like that  Lol  ,KittyKatKorner8,,,"Oneonta, NY",neutral
336,1308727923671805953,2020-09-23 11:20:26, i am sure it will be  hope you have better luck  i had a very poor service from when upgrading  i mistakenly trusted the adviser who suggested upgrading to Samsung as from my a  phone is crap in comparison with the a  Screen color piss poor not any faster,GordonPaton9,,,Scotland ,negative
337,1308729226972065794,2020-09-23 11:25:37, Purchased the new z fold  and had to return it after just  days  Apparently  the hinge in the phone causes a visible line down the center    The performance of the phone was great but to experience this defect after  days was disappointing ,DarrylMcChicago,,,"Chicago, IL",negative
338,1308730508516392960,2020-09-23 11:30:42, it appears the new z fold is not ready for prime time  i had to return my after  days due to a visible line down the center  obviously  due to the hinge on the phone    unfortunate for a phone with so much promise but still working out the kinks   not worth  k at this point ,DarrylMcChicago,,,"Chicago, IL",negative
339,1308748206243753988,2020-09-23 12:41:02, i am having an issue with my galaxy active  watch   still under warranty  yet being charged   to repair  due to  water damage   The watch has no cracks  and is advertised as being water resistant  thus this should be covered under the warranty   please assist ,JShteren,,,USA,negative
340,1308748521257005062,2020-09-23 12:42:17, i am having an issue with my galaxy active  watch   still under warranty  yet being charged   to repair  due to  water damage   The watch has no cracks  and is advertised as water resistant   This repair should be covered  Please assist ,JShteren,,,USA,negative
341,1308765132433096706,2020-09-23 13:48:17, oh  i have a samsung galaxy ae for my phone and a  samsung galaxy tab se as a tablet,Pifase_does_MC,,,"Baltimore, MD",neutral
342,1308765854495113217,2020-09-23 13:51:10,why samsung galaxy smartphone product segmentation makes sense ,DSMWcom,,,"Tampa, Florida",neutral
343,1308766476833259522,2020-09-23 13:53:38, My phone screen is on for  hours a day usually due to two four hour streams a day  So yes i need a functioning charger port  that has fine though Samsung has proven to be a shit company lately and it is my last phone from them ever ,novarift,,,"Pittsburgh, PA",negative
344,1308767462259929091,2020-09-23 13:57:33,should i pay attention in class or watch the samsung fan event ,PurelyBangtan,,,"Miami, FL",neutral
345,1308770933054885890,2020-09-23 14:11:20,  phone    foot charging cord  fuck you ,RegularRuben,,,Chicago,negative
346,1308773603517829126,2020-09-23 14:21:57,samsung also unveil samsung tv plus  which launches september   samsung tv plus is one of the top samsung smart tv apps that now available for galaxy smartphone users  the app will offer select galaxy users free content  ,KPCeeJ,,,"Andrews, South Carolina",neutral
347,1308774387630309377,2020-09-23 14:25:04,i cannot believe i will watch samsung event again  ,hundredstars_,,,📍moon🌙,neutral
348,1308776833815511040,2020-09-23 14:34:47,back at it again with that new samsung s fe    gt   fan edition   love those colors  the camera  and that super smooth scrolling  to obviously catch up on the  feeds  ,SerenaInSac,,,Northern CA,positive
349,1308780581572968448,2020-09-23 14:49:41, great presentation with another game changing device design for everyone in  withgalaxy fam and others looking to switch ,iamwaynegilbert,,,"Brooklyn, NY",positive
