,Tweet Id,Tweet Datetime,Tweet Text,Twitter @ Name,Tweet Coordinates,Place Info,User Location,Tweet Language,tag
120,1310610031990185986,2020-09-28 15:59:16,@ZAKtalksTECH @SamsungMobile @SamsungCanada @SamsungMobileUS @Samsung @SamsungMobileCA @SamsungUS Well done . #moneyshot,your_device,,,"New Jersey, USA",en,positive
121,1310611495550693377,2020-09-28 16:05:05,"Caution to everyone. @Samsung premium Care is a scam. paying for 2 years. Now won't cover a phone that stopped working. @SamsungUS, @SamsungSupport,@SamsungMobile",rknox01,,,"Woodbury, MN",en,negative
122,1310613676043296769,2020-09-28 16:13:45,"@OMGchad @Ryguyrocky @SamsungMobileUS @GenG I'm highly believe in you Chad, and I know you can do this! And the Note20 5G is definitely very amazing and awesome at the same time! My sister has that Note20 5G samsung device, and we all believe in you Chad ❤️",PuppetMaster_50,,,"Dallas, TX",en,positive
123,1310621590628032513,2020-09-28 16:45:12,"oh now I remember what I was gonna tweet (I dropped meep because I forgot wtf I was gonna say LOL) 
I played Gensin Impact for a small amount of time AND IT OVER HEATED MY PHONE
OMG 
MY PHONE THATS A SAMSUNG GALAXY S10E CANT HANDLE MIHOYO GAMES",park_mikamin02,,,Texas ,en,negative
124,1310621682139377665,2020-09-28 16:45:33,@Ashxeity wait how do i screen shot on samsung google laptop,GAnime101,,,El paso Texass,en,neutral
125,1310622211720519681,2020-09-28 16:47:40,My VIZIO my favorite tv but it’s in the living room and I never sit in my living room to watch it 😂 that Samsung in my room so bullshit!!! I want to switch them but they both mounted.,THEGENESISBOBO,,,"Baton Rouge, LA",en,negative
126,1310622281870188546,2020-09-28 16:47:56,"@watch_go_com I bought your samsung watch3 clock where you can change the picture to one that's in your watches gallery. When I double tap the watch face it does nothing, so I'm not able to get into it's settings. I've rebooted my watch but it still doesn't work.",Bob_Coulter,,,"Las Vegas, NV",en,negative
127,1310623204902273024,2020-09-28 16:51:36,"@watch_go_com I bought your Samsung Galaxy Watch3 clock. So I can change pictures from your gallery to be the background of the watch face. When I double tap it it does nothing, so I can't get into the settings. I've tried rebooting the watch but it still does nothing.",Bob_Coulter,,,"Las Vegas, NV",en,negative
128,1310640078969024513,2020-09-28 17:58:39,"I will likely never own another @SamsungTV again because a.) I can't get rid of the ads, b.) I can't uninstall ALL the apps I want to (e.g. Samsung Health), and c.) the CPU is too underpowered and doesn't feel snappy on a rand new 8 series. Too much money for this device.",nazadus,,,"Port Neches, TX",en,negative
129,1310640215149752320,2020-09-28 17:59:12,"@SamsungSupport So I've been paying insurance on a phone that I don't have. And the new phone that I have , I can't get coverage on. Because no one informed me that was supposed to be switched over. How was I supposed to know that. but the money was continually coming out of my bank account 🤨",rknox01,,,"Woodbury, MN",en,negative
130,1310641158909952000,2020-09-28 18:02:57,"@SamsungSupport I need help with my tv repair/replacement. Been getting the run-around from phone support for weeks. Please help, I have repair tickets, etc.",Andrewbogie,,,"Gig Harbor, WA",en,negative
131,1310644206533185536,2020-09-28 18:15:04,"@mendyld I have a Samsung S9...i will never go back to I-Phone

This phone is amazing",mratcliff57,,,"Texarkana,Arkansas",en,positive
132,1310645376668626945,2020-09-28 18:19:43,@SamsungSupport #samsung Ive been on the phone for 3 hours with Samsung care and nobody is picking up the phone. I spoke with samsung support and they have no answers for me. I have samsung p care. MY phone is not working. HELP ME,ImDahDude212,,,"Pennsylvania, USA",en,negative
133,1310647388655165440,2020-09-28 18:27:42,"Absolutely awful customer service from #Samsung. A phone shouldn't randomly stop charging after slightly over a year, and if it does, you'd think the manufacturer would be willing to do something beyond referencing the warranty expiring. #samsungA70 #garbage",joshuajamesroth,,,"Toronto, Ontario",en,negative
134,1310650001757032458,2020-09-28 18:38:05,"@SamsungSupport After getting the run-around since July, once again Samsung fails to deliver. Was just offered a ~$300 buyout again by phone, which I declined. Couldn’t even be bothered to offer a refund for my troubles. I’m done with the lack of quality control at Samsung.",Telos09,,,"Boston, MA",en,negative
135,1310651168562044936,2020-09-28 18:42:43,@ReverendJasonnn @EnergyFNBR A pic of a steak taken from a samsung camera,JxhnnyEu,,,Ireland,en,neutral
136,1310652153187323904,2020-09-28 18:46:38,"If I hear you talking passionate about a Samsung phone, I am going to disregard everything you say from that point on.",allhailmariahhh,,,abq,en,negative
137,1310654681492971522,2020-09-28 18:56:41,So I decided to stick with Android.  I got a Samsung Galaxy s20+.  Great phone!,Vikeologist,,,Minnesota,en,positive
138,1310668092465459202,2020-09-28 19:49:58,"@BenAybar @leelamh @Smimocantor That's a great phone
I'm currently on a samsung s7 (had an s8+ which was great before I broke it) and it's nice, but I love Google's aesthetic and products so much I'm gonna make the upgrade too I hope",CalTheReporter,,,"Silver Spring, MD ",en,positive
139,1310681418830434306,2020-09-28 20:42:56,A little mash-up of photos from my #Photowalk the other day. I love the freedom of carrying just one device and have nothing else weighing me down. #Photography #ProGradeCamera #Samsung #GalaxyChromebook #withGalaxy @SamsungMobileUS https://t.co/P76LpURHef,iamwaynegilbert,,,"Brooklyn, NY",en,positive
140,1310685665424805899,2020-09-28 20:59:48,"@VotingBlueInTX I’m dealing with Samsung on a warranty issue. They are horrible! The repair man hasn’t shown up for three appointments. They don’t call, don’t answer the phone. DON’T BUY SAMSUNG REFRIGERATOR. There’s a class action suit against them.",MauryWilliams11,,,"South Palm Beach, FL",en,negative
141,1310689348208205826,2020-09-28 21:14:26,@Amy_bundle Buy Samsung phone with it,Lolamira11,,,Paradise,en,neutral
142,1310693576708362241,2020-09-28 21:31:14,"I really like this phone. Samsung did a good job nailing all of the fundamentals with this one. With the other S20 models and even the Note 20 Ultra, there was always some issue. So far, none of those exist with the Galaxy S20 FE.",alex_maxham,,,"Ann Arbor, MI ",en,positive
143,1310694551401754625,2020-09-28 21:35:07,"@SamsungUS @SamsungHealthUS @FitnessPalApp 
Active 2 watch suposed to be top watch for fitness and health. My fitnesspal is not supported by the brand. 
Active2 is very often inaccurate, lack the food app, sport syncing is average. 
Samsung girl do not know for how long anymore",lseg1971,,,United States,en,negative
144,1310697362747056128,2020-09-28 21:46:17,"Loving my #samsunggalaxyzfold2 It's such a great phone. I agree that it's not for everybody but if you love to multitask and enjoy watching media on a big screen, you can't go wrong with this #galaxyzfold2 . #samsung #samsunggalaxy https://t.co/hTdoQthnYV",Gaspeed,,,"California, USA",en,positive
145,1310709682349264898,2020-09-28 22:35:14,@PaulSurreal I just got the new Samsung Galaxy 3 watch! https://t.co/Y5xWAKR0ul,2mins4holding,,,Maryland,en,neutral
146,1310734331304968193,2020-09-29 00:13:11,Can I screen mirror an iPad to a Samsung tv? They are both capable of screen mirroring,ukno9928,,,"Pennsylvania, USA",en,neutral
147,1310739731269918722,2020-09-29 00:34:38,"@SamsungMobile @SamsungUS @samsung How do I protest a return i am being charged for? I sent back a perfect working phone, now you're claiming the screen is cracked? This feels like a huge scam!",AdamTGill,,,Philadelphia,en,negative
148,1310750140433666051,2020-09-29 01:16:00,"I really wish I wouldn't have bought a @SamsungMobile watch. Sit on the couch 225 cal burnt. 170 heart rate for 30 min.... 225 cal burnt. And to think they call it a ""active"" ""fitness"" watch. Don't buy one if you are looking to track workouts",AdamPicou,,,Norwalk Ohio,en,negative
149,1310754432834039808,2020-09-29 01:33:04,"@SamsungSupport My galaxy watch battery life went away after the August 10th ""update"".. I used to have 80% at the end of the day.. now I have 20% ... 100's of people have the same issue. Is this even being looked at?",earljohnson,,,"Guntersville, Alabama",en,negative
150,1310762641590288386,2020-09-29 02:05:41,"Dear @SamsungSupport:
I have the first Samsung Galaxy watch. Have had no issues until like the last month where I have to charge it 2x a day even on days where I am mostly just sitting at my desk. Why is the battery draining like this?",fatedfire,,,Oklahoma,en,negative
151,1310771348222943237,2020-09-29 02:40:17,"Another night and again my #SamsungS20Ultra has no internet on @USCellular's crappy network or wifi.

So close to just tossing the phone in the trash. I normally love @SamsungMobile phones but the #SamsungS20Ultra is a piece of junk.",snapgeekphoto,,,"Centerville, IA",en,negative
152,1310774150739431424,2020-09-29 02:51:25,"side keys on my new phone randomly stopped working, and nothing I did solved the issue/couldn't find a solution online, so I sent it in for a repair

turns out I may have given samsung money just to update the software, in which case I'm ending it all tonight https://t.co/XFxMtbSZHI",JakuraNuva,,,"Virginia, USA",en,negative
153,1310780708676235264,2020-09-29 03:17:28,"@favpizzaplace @Co_Mill @smosh I have the first gen Samsung Chromebook Plus from 2017, and it's pretty good, has a pretty decent stylus (was nearly on par with the Note's S Pen from that year), and it's capable of running just about any Android app too. But being a 360-hinge  device, it's hefty...",Yonash1987,,,"Hawaii, USA",en,positive
154,1310808142146670594,2020-09-29 05:06:29,"@PubliclyPrivat1 @jumpinjonnydee @f_axe_3424 @PintSizePolemic @GwenNorth14 @EmersenLee @YesThatVCharles @nola_nobody @Wardcox007 @smc347 @StarkReboot @dirtytruckerhat @BostonDelendEst @_MoCowBell_ @BBPHJJVIII @VarangianSkull @wraithburn @skirtsnhose @LCorneliusSull1 @MsMakita @albert_celis1 @HeyItsElbo @SnuzzleP @politifakes @fche @FuckYouCommies @nasty_canasta @avg_cajun @_Emperor_Ming_ @TheNorsedude I remember asking you how your phone was enduring. You advised that Samsung products held up over time. I've bought one, and it has been great. Thanks, again!",harrowingof,,,"Miami Beach, FL",en,positive
155,1310810947884388352,2020-09-29 05:17:38,@jenniedeIrey Samsungs h8 me I have one rn and the screen Turned first purple and then  black and my Samsung before that was always glitching😭😭😭,WallsoFame,,,Old Hollywood,en,negative
156,1310836952489484288,2020-09-29 07:00:58,Motherfucker not even had this replacement phone for three whole months and I'm already having the exact same issue that caused me to need a replacement in the first place fucking fuck samsung phones I wanna chuck this one through time and space https://t.co/CZtLxPUmOU,Jparrot98,,,"Lincoln,Nebraska",en,negative
157,1310861009939132416,2020-09-29 08:36:34,@Samsung your new update for mobile is fucking garbage. Like whyTF does rotating and app require you to press a button and then just crashes the app,AyoSchoonie,,,"Las Vegas, NV",en,negative
158,1310882065718693893,2020-09-29 10:00:14,@TMobile @SamsungMobileUS #TMobileTuesdays #contest ..i LOVEEE my camera bru!! https://t.co/tnyY4XIWUL,Homo_Heaven17,,,"Orlando, FL",en,positive
159,1310885474119094273,2020-09-29 10:13:46,"@JennyDarukat Yeah, the fact that there's no OS/software support after 2 (?) years is the biggest problem I have with Samsung. My current phone is Samsung too however and while it's outdated OS-wise, I've not done a whole lot with it that would be a security issue either",M8gazine,,,Finland,en,negative
160,1310890829498773504,2020-09-29 10:35:03,@SamsungMobileUS I would love a purple one but considering I'm on @cricketphonesc I'll NEVER be able to afford this phone! Awesome phones like this aren't made for people like me who live paycheck to paycheck with prepaid phone service bc that's the best phone plan that fits in our budget.,bk_78,,,"Fayetteville, AR",en,positive
161,1310897540360011776,2020-09-29 11:01:43,"@chill_anchan @Aunt_Fritzi @SamsungMobile Unrecognizing the SIM card, as in, the phone suddenly no longer sees the inserted SIM card and disconnects from the phone network.

And yes, the reason I returned the A51 and got the 4a was because the A51 felt so slow. The 4a works much better.",docsane,,,"Boston, MA",en,negative
162,1310900060100665344,2020-09-29 11:11:44,"if u have any reviews on Huawei Y6s or Samsung Galaxy A11 please tell me, i need a new phone",yasmina_trolls,,,Lebanon,en,neutral
163,1310901629193945089,2020-09-29 11:17:58,"Surprised at what #Samsung have become. Loved my last smart watch, it was beautifully made, never got a dent in it, it was screenprotected in the box, came with a docking/charging stand that had a light indicator so you knew charging status from across the room. And of course ➡️",NitaThePoodle,,,Norway,en,positive
164,1310901638794805250,2020-09-29 11:18:00,Samsung's OWN phones will be able to use the functions!! So I basically spent 550 USD downgrading from Gear S2 Classic to this low-end shit which functions I can't even use. 🙄 I should have gone with a Fitbit or other health dedicated watch. Probably for less money!! #RantOver,NitaThePoodle,,,Norway,en,negative
165,1310922394392047617,2020-09-29 12:40:29,"@Samsung
 @SamsungUS
@SamsungTV
 @SamsungTVUSA  When are you going to stand behind your products. Purple spot smack dab in the middle of my screen. Ongoing problem with your tvs yet you won't address it. #SamsungTV #PurplePatch #Samsung4kTV #Screen #Samsung #Purplespot",ChanelMoony,,,Maryland,en,negative
166,1310925338185273346,2020-09-29 12:52:11,"@SamsungUS @SamsungTV
Purple spot in the middle of my screen. BIG problem with your tvs yet you won't address it. Loyal customers deserve better than this. Seems like as soon as your warranty is over your tv will crapout. #SamsungTV #PurplePatch #Samsung4kTV #Samsung #Purplespot https://t.co/zyrYqSRodK",ChanelMoony,,,Maryland,en,negative
167,1310928228438114315,2020-09-29 13:03:40,"@SamsungUK Just spreading the word on how useful each Samsung device is in my life. This way everyone else can find the same love, value, and features that make the #GalaxyWatch3 a very worthy purchase.",iamwaynegilbert,,,"Brooklyn, NY",en,positive
168,1310936636759343104,2020-09-29 13:37:04,@SamsungMobileUS Great phone but needs improvement. Looking forward to Z Fold 3 when the product is more defined.,awhetstone11,,,"Philadelphia, PA",en,positive
169,1310942776150970369,2020-09-29 14:01:28,"This commercial is so satisfying I'm giving Samsung a think.
https://t.co/xXkcoUnTq9",BiggestI,,,Pittsburgh,en,positive
170,1310945567971979264,2020-09-29 14:12:34,Samsung finally put a screen recorder in their update.,bose__hexe,,,"Michigan, USA",en,neutral
171,1310947842865987585,2020-09-29 14:21:36,I wonder if i can order my BTS Samsung phone from the Korean Samsung store,meiwithluv,,"Queens, NY",⭐134340⭐,en,neutral
172,1310948093752422403,2020-09-29 14:22:36,@YashPhulphagar The marketing of the FE is just that. Samsung listened to what Galaxy users wanted with a great price point. Giving them something that is not a lite device at all.,iamwaynegilbert,,,"Brooklyn, NY",en,positive
173,1310948776782303235,2020-09-29 14:25:19,Not going to lie this Samsung phone doing everything I need it to. Glad I switched. #Note205G,hunchojimmy_,,,"Norristown,PA",en,positive
174,1310949600795267080,2020-09-29 14:28:35,@Wardcox007 @SnuzzleP @PubliclyPrivat1 @jumpinjonnydee @f_axe_3424 @PintSizePolemic @GwenNorth14 @EmersenLee @YesThatVCharles @nola_nobody @smc347 @StarkReboot @dirtytruckerhat @BostonDelendEst @_MoCowBell_ @BBPHJJVIII @VarangianSkull @wraithburn @skirtsnhose @LCorneliusSull1 @MsMakita @albert_celis1 @HeyItsElbo @politifakes @fche @FuckYouCommies @nasty_canasta @avg_cajun @_Emperor_Ming_ @TheNorsedude I got a Samsung J7. They updated it this month. It's a really good phone. It's the best. Ask anyone. 👌,harrowingof,,,"Miami Beach, FL",en,positive
175,1310954092655673345,2020-09-29 14:46:26,"@bigj109 @SamsungSupport Same here and everything they tell me to do hasnt worked. Its as if no one wants to address our speed was slowed down. We should get credit or a new phone because we paid for a 4g phone. I also use my phone for work, and slow speeds doesnt help. @BoostCare",r4y_santana,,,NYC,en,negative
176,1310956122480799744,2020-09-29 14:54:30,"Due to lack of cases and the phone being too expensive, I have returned the #samsung Galaxy Fold 2.",deviceuniverse,,,"California, USA",en,negative
177,1310956505345253387,2020-09-29 14:56:01,So... here's a sample of the #Samsung #GalaxyNote20Ultra #witnGalalxy 50x Zoom in action. We're seeing technology get better and better with each release. This is something I hope @SamsungMobileUS will continue doing. There's nothing like having camera this good. #ZoomZoom 📷 https://t.co/kSdtsN3Wrz,iamwaynegilbert,,,"Brooklyn, NY",en,positive
178,1310959837120016385,2020-09-29 15:09:16,"@SamsungMobile 
Last update to my Galaxy Note 9 has given me the green hue.    I see this has been an issue for many updates.

No answers anywhere to fix.  The hue is intermittent.  

What are you doing to fix this.  Not going to spend 1000 on a phone ever again if you don't.",1776_of,,,"St Petersburg, FL",en,negative
179,1310960003398893569,2020-09-29 15:09:55,Yo @SamsungUS your online warranty claim form is broken &amp; I can't sit on the phone for 2 hrs waiting for you to answer. Just want my watch fixed 😭😭😭😭,seungri42,,,"Michigan, USA",en,negative
180,1310964124881498116,2020-09-29 15:26:18,"@SamsungMobileUS I think samsung has resorted to cheating customers by selling defective A51s and then harassing them by saying that since you bought it form a third party @amazon. All they can do is repair, they cannot replace so the customer has to be without a phone",ramajayam_kumar,,,"Charleston, SC",en,negative
181,1310969310370820097,2020-09-29 15:46:54,"@SamsungMobileUS Your A51 device shouldbe pulled out of market, several customers are facing problems of charger not working and all the samsung care is doing is harassing customers",ramajayam_kumar,,,"Charleston, SC",en,negative
182,1310975552275320832,2020-09-29 16:11:43,"My job gave me a raggedy ass Samsung phone to work with and it’s making noises I haven’t heard since the year of our lord 2k3, blessing me with PTSD flashbacks.",heathermmlp,,,"Flavortown, USA",en,negative
183,1310978204031741959,2020-09-29 16:22:15,@SamsungMobileUS Loving this Gameboy SP as a phone concept. https://t.co/pelDxDJOJK,Austin_Whitbeck,,,"Grand Rapids, MI",en,positive
184,1310978316770385927,2020-09-29 16:22:42,@SamsungMobileUS While your at it.. can you make the one side twist? They use to have phones that would twist and the big screen in one side and the other  was  well the back .,mmreichenbach,,,United States,en,neutral
185,1310984012131954689,2020-09-29 16:45:20,"Now that I’ve settled on the Samsung phone, I have the arduous task of re-entering all my contacts. If I hadn’t lost my old phone there’s a way to transfer the list from old to new but it has to be right next to new phone so, 🤷‍♀️. Better get started!",sylvanaire,,,Central Maine,en,neutral
186,1310984196337401857,2020-09-29 16:46:03,"@SamsungMobileUS A good phone... but the ad says this is for women. Unless @SamsungMobileUS you decide to launch a few extra colors and target the college crowd, you are not going to see a spike in sales for this phone. #galaxyZflip",_jk82,,,Texas,en,negative
187,1310987387539988480,2020-09-29 16:58:44,"@MLE_Online Agree, Samsung camera suck. I have the Galaxy S something, my HTC was much better. Did you get the Android update, now the auto correct is dancing all over the screen.",Bill_Hughey,,,SW Michigan ,en,negative
188,1310989008269389829,2020-09-29 17:05:11,@SamsungMobileUS Is this a women's phone?,jasovr,,,"Lowville, NY",en,neutral
189,1310991536650321920,2020-09-29 17:15:14,@SamsungSupport i do not like the update to the edge screen that was i stalled today.  Forced to have apps I'd not want there and connect remove them. Terrible update.,DebbieMerz1,,,"Ohio, USA",en,negative
190,1310992470340235264,2020-09-29 17:18:56,@zeman_e @SamsungMobileUS @SamsungMobile Thanks! Honestly the camera was so helpful even just with the other changes besides the quality. Was genuinely impressed and think it'll make making these videos a bit easier 👍,theunlockr,,,"New York, NY",en,positive
191,1310998809598590976,2020-09-29 17:44:08,"@MLE_Online Samsung has a full manual (aka ""pro"") mode on their phone camera app.",isonno,,,"California, USA",en,neutral
192,1311001876674928643,2020-09-29 17:56:19,Samsung camera quality shit thou 😒,shegotthesauce,,,LA,en,negative
193,1311003106793189379,2020-09-29 18:01:12,Am thinking of getting new samsung phone,ploobfood,,,"Houston, TX",en,neutral
194,1311012528466558980,2020-09-29 18:38:38,@sprintcare @Sabang333 I sent you a Dm-however unless you are ready to send me a new phone instead of having me call Samsung. There is nothing you can do.,sheritajanielle,,,"New York, NY",en,neutral
195,1311018308347588611,2020-09-29 19:01:36,@SamsungMobileUS i love all the engineering that went in to making a flip phone.,falling_stone,,,USA,en,positive
196,1311019561844498432,2020-09-29 19:06:35,i cannot believe samsung is bringing back the flip phone,lazyplantmom,,,Seattle,en,neutral
197,1311024571366232069,2020-09-29 19:26:30,I got enough #SamsungElite points to earn my SECOND FREE TV!!!!! I AM STOKED!!! THANK YOU to my customers &amp; friends who allow me to be their Mobile Expert &amp; allowed me to teach you about Samsung Pay! Thanks to all of you who support me every step of the way! 🥰 #SamsungPro https://t.co/Tjdm0VuvFr,Carms_____,,,"Miami, FL",en,positive
198,1311029954331672579,2020-09-29 19:47:53,"@theRCN RCN, I just received an invite on my phone to receive a special prize from our sponsors, as a thank you for being a loyal samsung customer.  Is this legit?  They gave me a lucky code to enter?",chicago0048,,,"Chicago, IL",en,neutral
199,1311030114436763648,2020-09-29 19:48:31,"@RCNconnects RCN, I just received an invite on my phone to receive a special prize from our sponsors, as a thank you for being a loyal samsung customer.  Is this legit?  They gave me a lucky code to enter?",chicago0048,,,"Chicago, IL",en,neutral
200,1311039465935179776,2020-09-29 20:25:41,"@SamsungUS has done a great job with the Galaxy S20 FE. It’s a bummer it wasn’t released earlier, but at $700 I don’t think you can do much better for Android phones. https://t.co/GsoJwQC2cy",CdeLooper,,,"San Francisco, CA",en,positive
201,1311049594378174464,2020-09-29 21:05:56,"@SamsungMobileUS @SamsungSupport can you guys explain how when the sealant failed on my galaxy active watch, I'm now responsible for the internal damage repairs? Seems to be a common issue with these and yet you make the consumer responsible for a manufacturing failure?",KimMisiura,,,"Tehachapi, CA",en,negative
202,1311049610811633664,2020-09-29 21:05:59,"@SamsungMobileUS I understand that software updates are mandatory for security reasons, but it's super inconvenient to have my phone forcibly restart for 20 minutes in the middle of the workday. Can you please change this so mandatory updates happen after work hours or weekends?",OhYeahLasers,,,"Ann Arbor, MI",en,negative
203,1311058966886187014,2020-09-29 21:43:10,@SamsungMobileUS I just got my #GalaxyNote20Ultra5G on Friday and I love it! I haven't like a phone this much since the Note 2,ernieayres,,,"Athens, OH",en,positive
204,1311062832247521280,2020-09-29 21:58:32,"@SamsungMobileUS Not sure what the point of a flip smart phone is. Just adds another, unnecessary step to using your phone. It's kind of cool to see a flip screen, but it also seems like there's no real reason for it to exist. Also... $1450 for this phone. Yikes.",ralphmakeswords,,,"California, USA",en,negative
205,1311067898677522434,2020-09-29 22:18:40,"@LoveyPuffyPants @StrayLiotta @AugustusLeopol @DunPlayin Oddly enough, my laptop is a Mac. My phone is a Samsung. 😆",jillycp,,,"Boston, MA",en,neutral
206,1311068984649945088,2020-09-29 22:22:59,@therealpool It's a Samsung Galaxy watch.,BrownsFanGurl,,,"Cleveland, OH",en,neutral
207,1311073540435828736,2020-09-29 22:41:05,I pre-ordered the Samsung Galaxy FE for $241.79. I threw all the coupons and gift cards at it I could! I'm afraid I'm going to love this device! #samsungs20FE https://t.co/igUVil8Zht,4_theloveoftech,,,"Florida, USA",en,positive
208,1311084276411105281,2020-09-29 23:23:44,"@NbaJonBoy There's a setting on Samsung that allows you to go into ""work mode""

It disables all apps that are unproductive to you

So while you're between phone calls with prospects 

You can't play f*cking candy crush 

You're welcome",2MinutesWithVic,,"Apple Valley, CA","Apple Valley, CA",en,neutral
209,1311091630846468099,2020-09-29 23:52:58,"@SamsungMobileUS For sure. Not a fan of the Galaxy Fold at all, but you guys nailed it with this one! Great form factor, the fold makes sense on a device like this! I dig it! Cheers!",_MarlonJames,,,"Canfield, OH",en,positive
210,1311096146476105729,2020-09-30 00:10:54,@just2muchfunfun @SamsungMobileUS Excuse me?! Are you buying a phone or a 2005 Ford Focus?,MaybeKindaPetty,,,"Austin, TX",en,neutral
211,1311098718804992002,2020-09-30 00:21:08,. @TheVerge @engadget @TechCrunch @mashable Are you aware of the issue affecting battery life on Samsung smartwatches? See the the thread referenced below (https://t.co/DWKTHIdXi7). Samsung has been completely unresponsive. https://t.co/6nTGadPCEa,SamKamens,,,"New Jersey, USA",en,negative
212,1311099042261237760,2020-09-30 00:22:25,@SamsungUS @Samsung @SamsungSupport   Wow you guys are DIRTY.   Flat out tried to SCAM me!!  $1700 dollar monitor plagued with problems on release.  I'm promised replacement after 13 hours on phone.  They gave me a FAKE UPS Tracking!!!  Support is clueless and hangs up on you.,RealRyanWard,,,"Ohio, USA",en,negative
213,1311104260856258561,2020-09-30 00:43:09,Time to tweet cock on my new Samsung phone that is way too small and worse than my Samsung tablet I tweet cock on,binchlasagnakun,,,s,en,negative
214,1311105105236815872,2020-09-30 00:46:30,@mishtheuniverse It happened to my other teammates with samsung phone too. I don't have anything blocked either. It's just never ever worked from the beginning.,Monica952,,,"Dallas, TX",en,negative
215,1311112165416464390,2020-09-30 01:14:34,@SamsungMobileUS This looks like a video gamer phone..,saku013,,,"Winston-Salem, NC",en,neutral
216,1311127034890944512,2020-09-30 02:13:39,"@SiguraniJulio @FUNimation @SamsungTV I watch it with no issues on my Roku TV downstairs, I watch it on my laptop, and I watch on my pc. It’s literally only on my Samsung Smart tv through the FUNimation app that I have issues 😔 and it’s every show",bryciee_twitch,,,"Michigan, USA",en,negative
217,1311140930955730944,2020-09-30 03:08:52,I was genuinely concerned Daniel Dale would overheat and explode like an old Samsung Note phone. https://t.co/fBsVSG0NPf,dr_gigster,,,"New York, NY",en,negative
218,1311150506207662081,2020-09-30 03:46:55,@SamsungMobileUS It seems like the battery on my Note 9 was better.  Other than that the phone is great,daddio77,,,Hawthorne CA,en,positive
219,1311150638655508481,2020-09-30 03:47:26,BTS really be out here making me want a Samsung phone.,myjoonmymoon,,,"Atlanta, Georgia",en,positive
220,1311153817606590465,2020-09-30 04:00:04,The Samsung Galaxy S20 Fan Edition 5G is a really good phone with a lousy name. https://t.co/T5c2DjOlLN,PCMag,,,"New York, NY",en,positive
221,1311159423184896002,2020-09-30 04:22:21,The @BTS_twt samsung ads are genius. i pause everything I'm doing to watch them. #BTSWEEK #BTS_Dynamite #BTSonFallon_D2,Cam7twt,,,Jamaica,en,positive
222,1311176225382191104,2020-09-30 05:29:07,@DeadlyMLPChick @SamsungMobileUS its pretty awesome honestly lmao i upgraded and kept my old phone in case it sucked but its great,artofjoenni,,,dallas,en,positive
223,1311179712387899392,2020-09-30 05:42:58,You know what would be neat?  If I could use my @SamsungMobile phone as a webcam when streaming on my @XBox,OGCryptor,,,"Vancouver, BC, Canada",en,neutral
224,1311182744328773632,2020-09-30 05:55:01,@SamsungMobile #Android Samsung users i want to tell you that if you want to update your galaxy phone through settings and then software update that will depend on how lucky you are!.,MojahedJobran,,,Sudan,en,neutral
225,1311188431381213184,2020-09-30 06:17:37,Ok never get the Samsung A51 phone sucks https://t.co/u7Z5gzl8rW,jquinta,,,"Newman, CA",en,negative
226,1311209165768069120,2020-09-30 07:40:00,"I love the @BTS_twt Samsung commercial so much

Hearing #BTS_Dynamite when I watch tv never fails to be an instant mood booster.

💜 #SamsungxBTS 💜",Sunshine4bts,,,Usa,en,positive
227,1311218763346382849,2020-09-30 08:18:09,@AmberIsAQT @yogabbagabbasPP @WIRED @SamsungMobileUS I paid it. I love this phone SOOO much! I can never go back. I hope they keep making it.,cheristandsup,,,"Fort Lauderdale, FL",en,positive
228,1311219001335394305,2020-09-30 08:19:05,@georgeAaronAlp @WIRED @SamsungMobileUS There weren't a lot of choices but i did find a cute purple one. I'm so in love with this phone.,cheristandsup,,,"Fort Lauderdale, FL",en,positive
229,1311219973449277441,2020-09-30 08:22:57,"@knrepp @WIRED @SamsungMobileUS I had a flip phone 😂. But I have this phone, too. It's so awesome. I'm in love with it!",cheristandsup,,,"Fort Lauderdale, FL",en,positive
230,1311221258445561856,2020-09-30 08:28:03,"@WIRED @SamsungMobileUS Just saying I have this phone and it's ROCKIN' good! I'm so in love with it. I was scrolling and when I saw the ad I stopped like it was a picture of my best friend. 

BEST PHONE THERE HAS EVER BEEN
❤ ❤❤❤❤❤❤❤❤❤❤❤❤",cheristandsup,,,"Fort Lauderdale, FL",en,positive
231,1311223389634269185,2020-09-30 08:36:32,"How many more useless #Samsung updates do I have to go through before the fix the one and only thing that's been broken on my phone for months. 

Can't use the notepad. It just... won't write. Every note shows up blank. After a while it always crashes.",cascade_gaming_,,,"Richland, WA",en,negative
232,1311237952853344257,2020-09-30 09:34:24,Attempts to add the hub back in the SmartThings app results in the app either returning back to the hub brand selection screen after a black screen or a black screen and then the app crashing outright. Great job Samsung! https://t.co/7t1XYmnhvH,Infoseepage,,,"Bellevue, WA",en,positive
233,1311259100286681090,2020-09-30 10:58:26,"@SamsungMobileUS It's already overhead, my note 10 cracked, $300 to replace a 10 screen",Robertinno53,,"Bronx, NY",Bronx NY,en,negative
234,1311259751024599042,2020-09-30 11:01:01,Why do I want the new Samsung phone? I blame 2020.,JessElizabeth75,,,New York,en,negative
235,1311259775095762946,2020-09-30 11:01:07,No one should buy a galaxy watch from @samsung UK . Sent it back due to battery not holding charge and getting extremely hot whilst charging also burned my wrist when I put it on. Tech people saying it's caused by water ingress and I have to pay £234 to repair it. #cowboys,Azzy666,,,port talbot south wales,en,negative
