,Unnamed: 0,Tweet Id,Tweet Datetime,Tweet Text,Twitter @ Name,Tweet Coordinates,Place Info,User Location,Tweet Language,tag
422,5461,1308151905739329540,2020-09-21 21:11:33,"Hey @SamsungSupport you charge $1200 for a phone and put “ads in official Weather app”. Can you pay me my money back for each ad in see in official apps? 

#samsung #Note20Ultra #samsungusa #samsungads @SamsungMobileUS",markfotoegraphy,,,United States,en,negative
423,491,1308152225475309569,2020-09-21 21:12:49,"@paullutedpost Hi Paul! Currently, Niantic apps can only be downloaded from Google Play Store, App Store, or Samsung Store. The app may not be functional if the device doesn't support Google Play Services. Please stay tuned to our official channels for related updates. Thanks! ^EG",NianticHelp,,,"San Francisco, CA",en,neutral
424,5938,1308153435624177667,2020-09-21 21:17:38,@Flowkejie @jxllybxan26 Honestly loved the split audio feature that they recently took away from samsungs. Could watch twitch on my phone with audio on the phone n stream music to a bluetooth speaker at the same time. Samsung is where its at... honestly.,jayrod1125,,,"Connecticut, USA",en,positive
425,108,1308155303117164545,2020-09-21 21:25:03,"@NancyLea28 @EarthUncutTV I do most of my shooting on a top-of-the-line Samsung Galaxy. The main reason: it's so weather resistant. so if you have a decent phone, you can capture great footage if you point it the right way at the right times.",iCyclone,,,"Bay St. Louis, Mississippi",en,positive
426,9852,1308155375947059206,2020-09-21 21:25:20,@Androidheadline What do you think Samsung are you mad alphabet steals all your customers intellectual property rights making it unusable as a phone for business?,nselvaggio1,,"Fox Chapel, PA",,en,negative
427,2144,1308158890362761216,2020-09-21 21:39:18,@SamsungMobileUS Received email notification my ultra is on the way. Is there a way to connect to computer or monitor to draw on the phone so it shows up on bigger screen? I don't have a smart TV. Mahalo.,cyruswhowe,,,Honolulu,en,neutral
431,8516,1308163573139603456,2020-09-21 21:57:54,"@Samsung @SamsungSupport I've been have many issues w/ the battery on my Galaxy Watch Active2. Per a search on the Samsung Community website, many others are having problems after a software update in August. Any plans to address this? 3-5 hours battery life is not acceptable.",alexsizemore24,,,"Birmingham, AL",en,negative
435,490,1308167457522069504,2020-09-21 22:13:21,"@annyeongitsbry @Mrwhosetheboss Next is the POCO X3 NFC.

Now this just blows samsung A21s apart into pieces. It has a WAY better screen, 6.67 inch, IPS LCD Display running at a 120HZ refresh rate! Insane!  Not only that, it has a 1080P screen with also a slightly higher screen to body ratio.",adam_snebold,,,"Calabasas, CA",en,positive
436,8335,1308167702276702208,2020-09-21 22:14:19,@tech702mike @SamsungMobile @SamsungUS I don't even do that to any phone I don't have a case for. I always set it on something soft.,TechnicallyTee,,,"Atlanta, GA",en,neutral
437,9495,1308168145153200134,2020-09-21 22:16:05,@KnightTechViews @oppo @SamsungMobileUS I know I was just saying I'm interested in the new tic watch pro,eatuna247,,,Ohio,en,positive
439,2435,1308171121091641344,2020-09-21 22:27:54,@Samsung I'm loving the tv you sent me today. Who needs to see the middle of the screen? https://t.co/pXSbZEjeK5,NathanBodnar,,,"Madison, WI ",en,positive
441,487,1308174157176340480,2020-09-21 22:39:58,"@SamsungMobile so far I have enjoyed my S20+. Until I just found out there's no headphone jack. That is something that should never be removed from smartphones. This has ruined my entire week. And what's worse, you gave me headphones that require a 3.5mm input jack with the phone",Birdogg27,,,"San Francisco, CA",en,negative
448,1950,1308185012395814912,2020-09-21 23:23:06,@SamsungUS @ScottiePippen @ArchDigest Why do the apps on your “smart” TVs have so many problems but they work flawlessly on all the other brands in my home? Probably a good reason not to buy a Samsung phone,TARFU131,,,"St Petersburg, FL",en,negative
449,486,1308185932156358659,2020-09-21 23:26:45,Samsung Galaxy M51 review: A satisfying smartphone https://t.co/4ghoDaSQK8 https://t.co/NNqXUKVSes,iCityWork,,,"Fresno, CA",en,positive
452,7133,1308190377602678784,2020-09-21 23:44:25,Samsung dex is officially my favourite mobile phone feature ever.,Dami_configg,,,Mars,en,positive
454,5934,1308190835650039812,2020-09-21 23:46:14,@EnglishDanYT @SamsungMobile It really is something else. Amazing device,IansTechYT,,,"Florida, USA",en,positive
460,9914,1308198974407479297,2020-09-22 00:18:35,@IgaalN @SamsungMobile Oh sorry. Try to do Wipe Cache Partition and search for update again. Also download smart switch on your laptop and plug the phone in. Sometimes updates get pushed that way.,jimmyispromo,,,"Midwest, US",en,neutral
461,484,1308199925935726592,2020-09-22 00:22:22,"Our video that will help anyone with a #Samsung #GalaxyZFold2 to find the best Stylus Pen for this device.  It was a must for me, and love the one that ended up working. I got navigation and smart select working (with edge panel) #galaxyfold2 @samsungmobileusa @samsungmobileus https://t.co/W0vD4NIgzB",Youtubetechguy,,,"Los Angeles, CA",en,positive
469,3146,1308216010022027267,2020-09-22 01:26:16,@Krazihanz @SamsungMobileUS @Google Same. I cannot get very far from my router. Otherwise I love this phone,Kc_chiefs_,,,United States,en,positive
471,3343,1308221058248593409,2020-09-22 01:46:20,TRYING OUT THE SAMSUNG GALAXY A01 FOR 24 HOURS | TECH REVIEW https://t.co/Xm29NQNL1y,LCADJDre,,"Nashville, TN","Nashville, Tennessee",en,neutral
477,4740,1308225001900969984,2020-09-22 02:02:00,"Just threw out the protective case for my old Samsung Galaxy 7.  That would be the one I dropped and broke the screen -- which had the protective screen on at the time. So that. Oh, and the 7 now has a screen that curves out; seems the battery has decided to swell by half or so.",Grizzlysgrowls,,,"Duluth,MN",en,negative
480,9846,1308227877368815616,2020-09-22 02:13:26,"SHOULD I buy SAMSUNG T5 SSD ?
https://t.co/142CEwU9hf #samsung",fizzent,,,California,en,neutral
481,8704,1308234644240904197,2020-09-22 02:40:19,Love the multitasking and camera quality on my new #GalaxyZFold2 @SamsungMobile @TMobile https://t.co/A7vktu7bij,elopez_115,,,"Fort Worth, TX",en,positive
483,4856,1308243506163601408,2020-09-22 03:15:32,@SamsungMobileUS I have another phone that has become self aware help,AndreaJeannine2,,,"St Louis, MO",en,negative
484,5927,1308244147275468801,2020-09-22 03:18:05,@CraveHelp I can't watch anything on the Samsung TV app. I logged in and out through my service provider but I keep getting this error. Please fix this. https://t.co/CkYRijl29Z,mattCH_,,,Montreal,en,negative
493,8758,1308261599728275456,2020-09-22 04:27:26,@SamsungIndia i want replacement of my samsung S9 plus i got burn issues on my screen what kind of amoled display are u giving,GazieYaseen1,,,kashmir,en,negative
495,481,1308263066266603520,2020-09-22 04:33:16,"@Melissa_VA_757 I happened to be in my kitchen when my Samsung dishwasher finished. To signify its accomplishment it played a short, simplified version of Schubert’s, “The Trout”. I didn’t have the presence of mind to record it, but here’s a link to someone else who did: https://t.co/nbxSZdpwqN",rossqsmith,,,Silicon Valley,en,neutral
497,480,1308270613249667072,2020-09-22 05:03:15,@pashpaca Dude. Samsung s20 plus. I love this phone.  The picture quality is 👌👌 https://t.co/4RPM5nXk2l,theetholl,,,"Sacramento, CA",en,positive
498,479,1308288899819556864,2020-09-22 06:15:55,@Kc_chiefs_ @SamsungMobileUS Miss mine immensely. I'm constantly on the road or booking loads. My attention is rarely focused on the phone. The light easily helps me know I've missed something versus unlocking the screen to check if I have.,torn_tv,,,"Las Vegas, NV",en,positive
499,478,1308292084583993344,2020-09-22 06:28:34,"My @SamsungMobile Android phone updated software again, but yet no #bixby fix. Still can't unlock or open apps with voice 😑 @Android @AndroidDev @SamsungMobileUS",itssjoshyy,,,"Norwalk, CA",en,negative
501,2220,1308308027200737282,2020-09-22 07:31:55,"#Ugh got to pay a $150 deductible on my next #ATT bill for replacing my Galaxy Note 10+....It just will not charge and gives me the same error every time. ""Phone temperature too low."" Thanks #Samsung...",StrawberryFag00,,,"Tennessee, USA",en,negative
504,4739,1308317707385876483,2020-09-22 08:10:23,"I'm proud of my home screen, Samsung widgets makes everything easier!! --- 👏😜🌖🎮📺🍁🎃🍂👽 https://t.co/otOepI8VQh",xlias6on,,,"Duluth, MN",en,positive
507,2799,1308322969702326273,2020-09-22 08:31:18,Geek and nerd in one Person have Smartphone Samsung with Google Play!,shun_prince,,,Oslo in Norway,en,neutral
511,4850,1308329314694451200,2020-09-22 08:56:30,"SO WISHING FOR THE SAMSUNG GALAXY S 20 NOTE ULTRA 5 G 

BE A SPORT I HAVE THE S 10+ TO TRADE IN PLEASE 

ALL I WANT IS THIS PHONE YOU CREATED A GEM

PRAYING TO GET IT 

GOOD WORK A PHONE A PC A CAMERA TAKE NOTES 

IT'S THE END OF LAPTOPS PLEASE PRETTY PLEASE HELP ME US UNLOCKEDTY https://t.co/v6c6zSXhAW https://t.co/a90E7SfLCH",rosebud_opens,,, Sicily ,en,positive
512,2797,1308330657563713537,2020-09-22 09:01:51,"@electionlit As a charger l, it uses the same cable as for a Samsung phone.",CapersColly,,,Ireland,en,neutral
516,4645,1308331445941927937,2020-09-22 09:04:58,@TMobile @SamsungMobile Definitely would play my Favorite Game 🎮 on my Favorite Device @TMobile  I Love #TMobileTuesdays #contest and I Love @SamsungMobile I Love playing Pac Man 👨,32116538e198467,,,"Shelby, MI",en,positive
521,475,1308332414112944128,2020-09-22 09:08:49,@VIRTUSVII @Jarminx @SamsungMobileUS How you liking those widgets you guys just got? Samsung been having those since 2014 lol. Outdated trend phone,xGermz,,,"Palmdale, CA",en,negative
527,3143,1308335811767742465,2020-09-22 09:22:19,"@TMobile @SamsungMobile If I won this #TMobileTuesdays #contest, I'd use my new Galaxy Z Fold2 5G to play #AmongUs after throwing my Galaxy S7 Edge in the trash because it's so old and slow, and the screen is cracked, lol.",Vagrant_AI,,,USA,en,negative
529,6464,1308335922216185857,2020-09-22 09:22:46,@TMobile @SamsungMobile I would play COD Mobile! #TMobileTuesdays + #contest,OJTheJuice69,,,"Las Vegas, NV",en,neutral
530,8702,1308335998758203392,2020-09-22 09:23:04,@TMobile @SamsungMobile I would definitely play Halo 5 using Xbox's Xcloud service. The size of the device alone is a huge factor.  #TMobileTuesdays + #contest,DPNOfficiel,,,Earth,en,neutral
534,7127,1308338585142255617,2020-09-22 09:33:21,@TMobile @SamsungMobile #TMobileTuesdays #contest I would play Pokémon go first on a new phone. I’m already playing all the time on my phone now. Lol.,sarah_harley_,,,texas,en,neutral
535,9345,1308339998450749440,2020-09-22 09:38:58,@TMobile @SamsungMobile #tmobiletuesdays #contest I would be playing life after... whenever my kids didn't steal my phone!,IrSteveDay,,,"Portland, OR",en,neutral
537,103,1308341315441176576,2020-09-22 09:44:12,@TMobile @SamsungMobile This phone looks awesome. Is probably play #residentevil7. #TMobileTuesdays + #contest,asp_dol,,,"Columbus, GA",en,positive
544,5154,1308345409694101505,2020-09-22 10:00:28,@TMobile @SamsungMobile Am I the only one who still plays angry birds? I’d play angry birds on that huge screen! #TMobileTuesdays #Contest,Atadres13,,,"California, USA",en,neutral
547,3965,1308347005673111552,2020-09-22 10:06:48,"@TMobile @SamsungMobile Sounds like the perfect distraction device for my kids to play whatever they want, so I can do what I need to do when I'm out and about with them. #TMobileTuesdays #contest",nickuofm,,,"Bardonia, NY",en,positive
551,472,1308348278564503553,2020-09-22 10:11:52,@TMobile @SamsungMobile I would play #AmongUs Defintly! That dual screen would be soooo beautiful! Won’t never be able to afford one though! #TMobileTuesdays #contest https://t.co/XDJzOo0CBd,xhollister21x,,,"Downey, CA",en,positive
560,6409,1308353041574191108,2020-09-22 10:30:47,@TMobile @SamsungMobile #TMobileTuesdays #contest The first game I would play if lucky enough to win is call of duty mobile.,Dolphan24,,,"Albuquerque, NM",en,neutral
563,471,1308354314243457025,2020-09-22 10:35:51,@TMobile @SamsungMobile I would let my daughter get the phone and play her roblox and watch and make all the Tik Toks. #TMobileTuesdays #Contest,QueenRegyna,,,Las vegas ,en,neutral
566,2421,1308356153357852675,2020-09-22 10:43:09,@TMobile @SamsungMobile I’m playing Among Us first for sure on that beautiful flip phone #TMobileTuesdays  #contest,Bryan_1991x,,,"Red Bud, Il",en,positive
568,8329,1308357769859268608,2020-09-22 10:49:35,@TMobile @SamsungMobile I would love the tv. Im a big fanatic of big screen tv’s specially Samsung. #TMobileTuesdays#contest,dtorres914,,,"North Carolina, USA",en,positive
572,469,1308359517428563969,2020-09-22 10:56:31,"@TMobile @SamsungMobile I think I'd probably play PUBG first, and then get RollerCoaster Tycoon Classic because that large screen would be perfect for that game as well. #TMobileTuesdays + #Contest",bomdiajosh,,,"Daly City, CA",en,neutral
573,4848,1308359718734266368,2020-09-22 10:57:19,@TMobile @SamsungMobile I would play F1 mobile racing and many other racing games with all that screen to see the track #TMobileTuesdays #contest,bharej30,,,"Illinois, USA",en,neutral
575,7125,1308360402225463296,2020-09-22 11:00:02,@TMobile @SamsungMobile I would play Mah Jongg on a much better phone then I currently have! #TMobileTuesdays #contest,nano50,,,"Delaware, USA",en,neutral
580,1942,1308363057102544896,2020-09-22 11:10:35,@TMobile @SamsungMobile I would love the phone!,gidgiddoni,,,Orlando Florida,en,positive
582,2419,1308363247012188161,2020-09-22 11:11:20,@TMobile @SamsungMobile Gamers?! I want this phone for work productivity purposes! I can see emails in large format and see videos of my automation systems on a large and clear screen! #TMobileTuesdays #contest,BigFern25,,,"Chicago, IL",en,positive
583,3955,1308363550751182849,2020-09-22 11:12:33,"@TMobile @SamsungMobile I would give it to my husband, he plays a lot of games on his phone and this would be a wonderful distraction from everything going on in the world. #TMobileTuesdays #contest",_NatashaHart,,,"Massachusetts, USA",en,positive
585,3954,1308363786341036032,2020-09-22 11:13:29,"@TMobile @SamsungMobile My son loves the Fortnite game, so definitely recommend will be playing it on the new Samsung phone. #TMobileTuesdays #contest.",fatoumafifi83,,,"New York, USA",en,positive
587,4447,1308364960217661440,2020-09-22 11:18:09,Absolutly love my galaxy buds. They're super comfortable in ear. They are super small and sound awesome. Obviously if you've got a Samsung phone they are set up well to run with them to.,Tomriddz,,,Saint john NB canada,en,positive
589,8701,1308365385880698881,2020-09-22 11:19:50,@TMobile @SamsungMobile I'd play township if I won the phone. And give the rest to my son the real gamer in the house.#TMobileTuesdays #contest,v_strawberry_f,,,"Dallas, Tx",en,neutral
591,1940,1308365870977241088,2020-09-22 11:21:46,"@TMobile @SamsungMobile Good morning! If I am blessed with winning the TMobileTuesday contest, I would first express my gratitude and then celebrate the return of sports by playing sports games like Madden, MLB, and NBA. Love the new Samsung phone; I have a Samsung Galaxy 10. Great phone!",jdelatorre_JD3,,,The Sunshine State,en,positive
592,2787,1308366067597750272,2020-09-22 11:22:33,"@OneSoleFarter @TheeOriginCA The issue with Samsung and all other Android devices is the number of phones they release per year. A lot of the apps don't become compatibilized for that specific android phone because there's way too many of them. The estimate number is around 24,000 android phones-",TeddyRBLX,,,"Detroit, MI",en,negative
593,3952,1308366548353126401,2020-09-22 11:24:28,@TMobile @SamsungMobile Oh I need the new a fold awesome device it maybe the turning point from iPhones #TMobileTuesdays #contest,momaa69,,,"Pluckemin, NJ",en,positive
594,1939,1308366968198762497,2020-09-22 11:26:08,@TMobile @SamsungMobile I would love to win a phone - awesome  #TMobileTuesdays + #contest,ryabenkiyy,,,Sunrise ,en,positive
595,3951,1308367449616797697,2020-09-22 11:28:02,@TMobile @SamsungMobile I never had a nice phone to play games on. This sounds amazing.,Julianna2221,,,New York,en,positive
598,7123,1308368282756550657,2020-09-22 11:31:21,@TMobile @SamsungMobile The Sims mobile has always been my goto game. #TMobileTuesdays #contest,jazzieb23,,,"Cleveland, OH",en,neutral
599,9837,1308368489946775553,2020-09-22 11:32:10,@TMobile @SamsungMobile Wanna show the phone off to my technophile friend  #TMobileTuesdays #contest,jadedgoods,,,"Baltimore, MD",en,neutral
602,7297,1308369300152090625,2020-09-22 11:35:24,@TMobile @SamsungMobile On the phone I'd play Azure Lane and CSR2. On the Gamepass I'd play Gears of War 5 and Bloodstained! #TMobileTuesdays #contest,MrDanLarkin,,,"Portland, OR",en,neutral
603,3949,1308369804550696962,2020-09-22 11:37:24,@TMobile @SamsungMobile Would love to have this device with all the cool features.,Mack4Momma,,,"Florida, USA",en,positive
605,3515,1308370444056227840,2020-09-22 11:39:56,@TMobile @SamsungMobile 😂 I'd play with the camera first.. @TMobile @SamsungMobileUS,AdrianO11688601,,,Bassfield,en,neutral
606,4738,1308371028578570240,2020-09-22 11:42:16,"13 days into my Note 20 Ultra 5g and I've gotta say, this phone is garbage. Shitty camera, slow, apps crash constantly. @SamsungMobileUS should be ashamed of themselves. Before anyone says I got a bad phone, I've already had it replaced once and the issues persist.",trafikjamz,,,"West Fargo, ND",en,negative
608,4737,1308371378924670976,2020-09-22 11:43:39,@TMobile @SamsungMobile I would play No Mans Sky! A huge galaxy on a tiny phone? #TMobileTuesdays + #contest,powerbookie,,,"Edina, MN",en,neutral
609,9032,1308371532524130304,2020-09-22 11:44:16,"@TMobile @SamsungMobile @tmobilet

@TMobile and @SamsungMobile the first game I would play is COD Mobile and second Fortnite  #TMobileTuesdays +#Contest",baltaza23677233,,,"California, USA",en,neutral
615,8510,1308373136413466625,2020-09-22 11:50:38,"@TMobile @SamsungMobile Call of duty mobile for sure, man it would be so sweet to win! #TMobileTuesdays + #contest",AlbertSUqb4,,,"Nashville, Tennessee",en,positive
621,5145,1308375549094572032,2020-09-22 12:00:14,@TMobile @SamsungMobile Me and my kids really love to read and with the pandemic the libraries are closed so we really don't have a reliable device to read books on. This would be an excellent device for them to continue their reading experiences and my reading hobby. We would share it.,shortydowoop152,,,"Norfolk, VA",en,positive
625,4846,1308375852057595904,2020-09-22 12:01:26,@TMobile @SamsungMobile I would play  Mario kart the game would look awesome on the a fold screen like that #TMobileTuesdays  #Contest,kmarievann33,,,Illinois,en,positive
626,3947,1308375869673660416,2020-09-22 12:01:30,@TMobile @SamsungMobile The Fortnite game will be the best game to play on the new Samsung phone #TMobileTuesdays #contest.,fatoumafifi83,,,"New York, USA",en,positive
641,8323,1308380756838842374,2020-09-22 12:20:55,@TMobile @SamsungMobile I would play Pokemon and read on this cool new phone.,Fraidycat66,,,Minnesota,en,positive
644,465,1308381786615943168,2020-09-22 12:25:01,"@TMobile @SamsungMobile Wow what to choose and what a phone. What I need for work to VPN.  But Gaming with this would take it to a whole new level. I would play Forza, Halo, Sea of Theives, Gears of War, wow how do you decide. So many great games on #GamePass. #TMobileTuesdays #Contest",Cereallkilla626,,"Bakersfield, CA",United States,en,positive
646,3133,1308382908919545857,2020-09-22 12:29:28,@TMobile @SamsungMobile #TMobileTuesdays #contest I love playing me some Call of Duty Mobile when I get the free time to destress. Need it in my life,gatorgage,,,USA,en,positive
648,3513,1308382964171132930,2020-09-22 12:29:41,"@TMobile @SamsungMobile Probably amongst us or CoD mobile
#TMobileTuesdays + #Contest",Kris__Davis,,,"Houston,Tx",en,neutral
662,3940,1308385865425727489,2020-09-22 12:41:13,@SamsungMobileUS Make it 500 dollars cash and I'll buy it. I'm out of contract. I'm done buying smart phones that costs a $1000 in one year leaves a burnt in screen.,eurika7655,,,"Florida, USA",en,negative
671,3508,1308389181102714885,2020-09-22 12:54:24,@TMobile @SamsungMobile That phone is a beast! I would play @EASPORTSFIFA 21 first! #TMobileTuesdays #contest,brad_spann,,,"Houston, TX",en,positive
673,7245,1308389539275309057,2020-09-22 12:55:49,@samsheffer Look! That iteration of the Windows phone was amazing. I had a Samsung Focus and it was the best smart phone I’ve ever owned.,8BitBlood,,"Fort Worth, TX","Texas, USA",en,positive
675,2776,1308390567630516224,2020-09-22 12:59:54,@SamsungSupport I have a Samsung Gear Watch.  The temperature is showing Celsius. Question: how can switch from Celsius to Fahrenheit?,SailorLion,,,"Miamisburg, Ohio",en,neutral
676,8507,1308390804512276484,2020-09-22 13:00:51,@TMobile @SamsungMobile I definitely would have to play mortal combat on that new screen #TMobileTuesdays #contest,HeemOfSteele,,,"Atlanta, GA",en,neutral
688,2092,1308393275930402816,2020-09-22 13:10:40,"@Samsung @SamsungSupport I'm having issues with my Samsung 360 camera. Keeps disconnecting from my phone, can't delete photos from the device. Is this device still supported?",bradenzimmett,,,"Pennsylvania, USA",en,negative
692,8692,1308394207313309699,2020-09-22 13:14:22,@TMobile @SamsungMobile I would love to go back to playing Fortnite once again on a phone like this! #TMobileTuesdays + #contest,overwattz,,,"Arizona, USA",en,positive
696,4734,1308394900019458052,2020-09-22 13:17:07,@SamsungMobile So I preorder a Z Fold 2 on Sept 2 for release on thec18th. I hear nothing from Samsung but notice ship date is now the 28th with no communication. I call and get lied to. I should at least be told what's going on when spending 2k. Bad job Samsung. Where's my phone,JWVOLSFN,,,"Virginia, USA",en,negative
697,9828,1308394924522590209,2020-09-22 13:17:13,@TMobile @SamsungMobile #TMobileTuesdays #contest .. this would amazing.. I'm getting ready to start streaming and posting youtube vids and this would help tremendously.. looks like an amazing phone..,Huskyninja16,,,"Weirton, WV",en,positive
711,1928,1308396873380753409,2020-09-22 13:24:58,@TMobile @SamsungMobile This phone is bananas! How amazing!,pikapp168,,,"Orlando, FL",en,positive
723,5208,1308398054014439425,2020-09-22 13:29:39,"Installed 1st two apps on my phone, one for my new soundbar, and one for the new TV. Deleted both, and the soundbar still wants to do something with my gallery. And Samsung throws a big msg on the TV screen to let them follow my viewing habits. Not! How do people tolerate this?",ZiggityBoomer,,,Michigan,en,negative
735,1923,1308399150816526343,2020-09-22 13:34:01,@TMobile @SamsungMobile I would definitely play Mario Kart on whichever device I could get my hands on first. I'm sure it would be like Mario Kart racing around in my living room.,NancGQ,,,Tampa,en,neutral
736,5881,1308399297432637440,2020-09-22 13:34:36,@TMobile @SamsungMobile #TMobileTuesdays #contest  The first game that I’ll play will be call of duty mobile,kingskill47,,,"Florida, USA",en,neutral
747,8315,1308400415734669316,2020-09-22 13:39:02,"The default music app on my phone to play music I own that's saved on my phone (Samsung music) has ads and every 7 days I have to mute a marketing popup for spotify or sirius or something.

The subscription model for all things is insidious and horrible.",amandajhelling,,,"Minnesota, USA",en,negative
749,3500,1308400649885962241,2020-09-22 13:39:58,"@CryptCollecter @SamsungMobileUS Yes. I took that picture with JUST the phone. No external lens or anything, just the phone, on full screen ratio 50x zoom. And no flash. That's it.",meier_ronda72,,,"Theodore, AL",en,positive
754,8160,1308401234844545031,2020-09-22 13:42:17,@TMobile @SamsungMobile I love big display phones and I would like to win this phone .,JuFrMata,,,"Boston, MA",en,positive
769,5872,1308402682718289921,2020-09-22 13:48:03,"@TMobile @SamsungMobile #TMobileTuesdays #contest Screen that big most anything would be good, but I'd put GTA on",Kuya_Shiznit,,,NYC,en,positive
772,179,1308403022444335105,2020-09-22 13:49:24,@TMobile @SamsungMobile If I get that dream phone the first game I'm playing is the brick breaking game from Tmobile Tuesdays!!! (Or making a magenta room in Animal Crossing Pocket Camp 😉) #TMobileTuesdays  #contest,eRetcon,,,"Little Rock, AR",en,positive
774,1919,1308403292746244099,2020-09-22 13:50:28,@TMobile @SamsungMobile I would most definitely play Apex Legends/COD/fortnite on that device. Looks amazing actually! #TMobileTuesdays + #contest,CCJony,,,N. Miami Beach,en,positive
801,1918,1308405892665225216,2020-09-22 14:00:48,@TMobile @SamsungMobile I will just enjoy the large screen... #TMobileTuesdays #contest,lillou1972,,,"Apopka, FL",en,positive
804,3909,1308406139843997704,2020-09-22 14:01:47,"@TMobile @SamsungMobile #tmobiletuesdays #contest I'd play mostly my steam link games like I do on my phone now since the larger screen would be perfect. As for mobile games, probably cod mobile",Unsilentninja,,,"Georgia, USA",en,positive
854,3895,1308410330188599301,2020-09-22 14:18:26,@TMobile @SamsungMobile I love the Samsung Galaxy Z Fold2 5G phone I'm not really into phones but it looks so cool I could get into it.,ms954jkwd,,,"Florida, USA",en,positive
855,8128,1308410556911702018,2020-09-22 14:19:20,@TMobile @SamsungMobile That phone looks sick,dtramms_TRASH,,,"Georgia, USA",en,negative
856,8683,1308410904850112514,2020-09-22 14:20:43,@TMobile @SamsungMobile The Galaxy Z Fold2 5G would be an upgrade from my current Note 9 for productivity as well as great for when I play Madden 21 Mobile. #TMobileTuesdays #contest,28rings4yankees,,,"Lantana, TX",en,positive
858,3320,1308410939285307399,2020-09-22 14:20:51,And the camera on my #Zfold2 already stopped working. @SamsungMobile help!,HugeDeuce,,,"Indianapolis, IN",en,negative
946,8097,1308420613174898692,2020-09-22 14:59:18,"@TMobile @SamsungMobile I would love to have this phone, not sure what will be the first game that I would want to play on it",monihealthguide,,,"Cambridge, MA",en,positive
950,8094,1308421567496499212,2020-09-22 15:03:05,@TMobile @SamsungMobile @SamsungMobile  I would play any game on this cool device #TMobileTuesdays  #contest,FERN581,,,New York CIty,en,positive
952,8494,1308421914776526852,2020-09-22 15:04:28,@TMobile @SamsungMobile #TMobileTuesdays #contest I would love to win the phone and let my dad have an upgrade to his S9+,westonhubb,,,"Knoxville, TN",en,positive
961,8092,1308422882830286855,2020-09-22 15:08:19,@TMobile @SamsungMobile I would play assassin contracts.  It would be awesome on the high DEF big screen,edbarb54,,,"Deptford, NJ",en,positive
1036,3482,1308430455511945218,2020-09-22 15:38:24,@TMobile @SamsungMobile I'd love thec5G phone. My kids would love the gaming stuff,granna0917,,,"Grand Prairie, TX",en,positive
1041,941,1308431349100019714,2020-09-22 15:41:57,"@TMobile @SamsungMobile Then, not them. Damn phone",MyronYen,,,"New York, USA",en,negative
1050,3849,1308432624172425217,2020-09-22 15:47:01,@TMobile @SamsungMobile Great 👍 phone,ourodjeriabou,,,"Brooklyn, NY",en,positive
1058,78,1308433195424256001,2020-09-22 15:49:17,"@TMobile @SamsungMobile #TMobileTuesdays #contest
I'm not sure which game I would play first. But I would sure love to stream some live video on that sweet screen. Yeah",b_rock1246,,,"gainesville, ga",en,positive
1061,6814,1308433748975812610,2020-09-22 15:51:29,@TMobile @SamsungMobile I’m very interested in seeing how cool this phone is. #TMobileTuesdays + #contest,SanchezHarif,,,"Florida, USA",en,positive
1081,8661,1308437184001826817,2020-09-22 16:05:08,"@TMobile @SamsungMobile It would be GREAT to gift my grands this awesome phone and gaming set!!
#TMobileTuesdays 
#contest",mljosey,,,The Lone Star State,en,positive
1100,1899,1308439457306210305,2020-09-22 16:14:10,@itssamsungval hey do you have any connections at samsung? I sent my Note20U in for repairs and samsung says they couldn't fix it. That's fine - but now they lost my device and no one can help me get it back.,PlzzGooby,,,FL,en,negative
1117,8655,1308441065125556236,2020-09-22 16:20:34,Recently Karen replaced her phone with a Samsung Galaxy S10. A few weeks later it began to display a warning that it had gotten wet and wouldn't charge. She was told that if she tried to file a claim that she's be told that the warranty was voided.,TheOldOne,,,Austin Texas,en,negative
1137,2380,1308443318880292866,2020-09-22 16:29:31,@grzzlybear Definitely love the customization Samsung offers. I can talk on the phone or video chat and watch videos at the same time. The split screen feature is everything. Recently tested the dual bluetooth option and it's dope that I can control each device's audio level individually.,wittyharrelson,,,STL ,en,positive
1140,6455,1308443583125622784,2020-09-22 16:30:34,@TMobile @SamsungMobile It is a good phone,corky708,,,"Fresno, CA",en,positive
1149,5206,1308444662575837186,2020-09-22 16:34:51,"@SamsungMobile finally got someone they told me to do a soft reset and let them know how it went. NO response after that, I sent photos of what the car and phone messages!",Cathy_Michigan,,,Michigan,en,negative
1179,8488,1308448455573098496,2020-09-22 16:49:56,@TMobile @SamsungMobile I'd definitely be playing some classic Mario games I watched a couple of videos of them being played on this phone &amp; it was amazing. I love that the older games have a classic look with the game pad at the bottom with play on top. This phone is so cool! #TMobileTuesdays #contest,kyndalsmith1985,,,"Travelers Rest,South Carolina",en,positive
1186,2695,1308449654334533633,2020-09-22 16:54:42,@TMobile @SamsungMobile I would play #GunsOfGlory with the new Samsung device #TMobileTuesdays + #contest,QZSmith,,,"Avon, Indiana ",en,neutral
1187,8278,1308449681823891460,2020-09-22 16:54:48,@TMobile @SamsungMobile I’d play some @PlayHearthstone BGs on that TV or the phone. #TMobileTuesdays #Contest,L4MENT_TV,,,"Charleston, SC",en,neutral
1189,437,1308449901399793665,2020-09-22 16:55:40,@TMobile @SamsungMobile #TmoblieTuesday #contest I would play CALL OF DUTY MOBILE,trung408,,,"San Jose, CA",en,neutral
