,Tweet Id,Tweet Datetime,Tweet Text,Twitter @ Name,Tweet Coordinates,Place Info,User Location,Tweet Language
4084,1313453976075952129,2020-10-06 12:20:05,"@SamsungMobile @BTS_twt Not good to see this first thing in the morning. Now I am a mess. They are gorgeous, commercial is amazing! Is this phone available already? Because I will buy ASAP! ♥️ @BTS_twt",rache_briones,,,"Las Vegas, Nevada",en
3579,1313454158591131649,2020-10-06 12:20:48,@XperiaBlog @MKBHD Xperia phone get worse after each update and the Sony software is poor compare to Samsung or Huawei.,waifai,,,new york,en
3578,1313454916329824257,2020-10-06 12:23:49,"Smiling feels good, does good | Samsung https://t.co/UJjkYcaBuB via @YouTube",SamsungGalaxyAD,,,USA 🇺🇸 ,en
3001,1313454993048047616,2020-10-06 12:24:07,"@cypherluscious @SamsungMobile @BTS_twt Is it weird that I get real excited every time the Samsung commercial comes on here in the states and it’s BTS singing Dynamite?  I mean,I literally stop what I’m doing to watch it. That’s normal right? https://t.co/4ox1CdRS2W",lorie89,,,Michigan,en
4515,1313455103047852032,2020-10-06 12:24:34,I have mixed feelings about a glasstic phone costing $999 https://t.co/aZkEBHqEoG,alex_maxham,,"Pittsfield, MI","Ann Arbor, MI ",en
5948,1313455737943650306,2020-10-06 12:27:05,Here's how you can get a Samsung Galaxy Watch Active 2 with LTE for just $99 https://t.co/z3mRI0UNN7 @slideme https://t.co/seMsuINf7Q,slideme,,,"Seattle, USA",en
1449,1313455807720235008,2020-10-06 12:27:22,Now that the Samsung Fold 2 is out I feel like my phone old 😫😫😫😫 let me trade this Samsung Fold in and get the new one,LIVEHOUSE_YAK,,"Hollywood, FL","Miami, FL",en
3949,1313455820282028032,2020-10-06 12:27:25,Galaxy S20 FE: BTS First Impressions | Samsung https://t.co/UrHJRndwKT via @YouTube,SamsungGalaxyAD,,,USA 🇺🇸 ,en
3330,1313455860711141376,2020-10-06 12:27:34,"Samsung Galaxy Watch 3 Review: The Android Smartwatch To Buy, Only If You're Willing To… https://t.co/CZ8PzVueOX",GobCity,,,"UK, USA",en
1963,1313455866981556227,2020-10-06 12:27:36,Here's how you can get a Samsung Galaxy Watch Active 2 with LTE for just $99 - PhoneArena https://t.co/r9amgj2J45,GobCity,,,"UK, USA",en
5660,1313456131625418758,2020-10-06 12:28:39,"One word- Exquisite 🍫 🍰 💜
@SamsungMobile and @BTS_twt 
https://t.co/a2pwjjB3Td",ElbaK_2,,,"Provo, UT",en
1511,1313456343999799297,2020-10-06 12:29:29,@AvonShavon @BTS_twt All I'm saying is Samsung's vibrate option for your smart phone is powerful for such a thin screen... https://t.co/fI7qOPjJV0,DevotedKittyKat,,,"South Carolina, USA",en
3948,1313456368754384896,2020-10-06 12:29:35,Galaxy Note20 Ultra Ecosystem: Official Introduction | Samsung https://t.co/NpGCxW380H via @YouTube,SamsungGalaxyAD,,,USA 🇺🇸 ,en
2753,1313456668819238914,2020-10-06 12:30:47,Galaxy x BTS: A Piece of Cake 🍰 | Samsung https://t.co/S4lAOQ6Qn8 via @YouTube,Melinda81527120,,,NYC,en
4335,1313456812792799237,2020-10-06 12:31:21,"Galaxy Book Flex: Powerful Productivity, Flexible Creativity | Samsung https://t.co/v6GRV6mlvX via @YouTube",SamsungGalaxyAD,,,USA 🇺🇸 ,en
2373,1313457202191982592,2020-10-06 12:32:54,Galaxy Unpacked for Every Fan 2020: Highlights | Samsung https://t.co/71HIdNBSH3 via @YouTube,SamsungGalaxyAD,,,USA 🇺🇸 ,en
1510,1313457981875515392,2020-10-06 12:36:00,"Samsung comercial progression for #BTS
JINxJK fight over phone. Sexy
SOPETAE make and eat cake Hella Sexy

So the question is.. what will MonMoon be? MinMoon be? Showing how water proof they are by having them in a hot tub?! 💀 https://t.co/6wQoqD7sVi",DevotedKittyKat,,,"South Carolina, USA",en
3944,1313458031426826242,2020-10-06 12:36:12,Samsung - Alt Z Life | Quick Switch | The Omnipresent Boss https://t.co/RYGUPXIx7L via @YouTube,SamsungGalaxyAD,,,USA 🇺🇸 ,en
262,1313458462563561480,2020-10-06 12:37:55,"this is the third time my samsung phone has decided the time is an hour different than reality and while it hasn't yet, this is definitely going to cause me to miss a critical early morning appointment at some point, i can feel it. i need an alarm clock.",pyrrhl,,,"Denver, CO",en
3571,1313458769628524545,2020-10-06 12:39:08,"Samsung Galaxy Tab S7|S7+ Official Launch film | Work hard, play harder https://t.co/KnnhusMezT via @YouTube",SamsungGalaxyAD,,,USA 🇺🇸 ,en
4960,1313460780080095234,2020-10-06 12:47:07,Samsung Galaxy Tab A7 | The entertainment powerhouse https://t.co/wAFgHJypu3 via @YouTube,SamsungGalaxyAD,,,USA 🇺🇸 ,en
5466,1313461398320553985,2020-10-06 12:49:34,"More evidence that #Samsung just can't compete in top tier mobile handset space. Wiggling budget handsets into critical care situations, and they choose the A10e 

https://t.co/DV8cndq5pj",dmikeyanderson,,,Sioux Falls SD,en
44,1313465553126920192,2020-10-06 13:06:05,"If we could only have this commercial on TV 😭💜

Galaxy x BTS: A Piece of Cake 🍰 | Samsung https://t.co/w5ySWmrDss via @YouTube",risayukino,,,Sweden,en
1508,1313467019686227968,2020-10-06 13:11:55,@iNerdStack My Samsung phone screen.. 3 times 💔😅,as_mutalib,,,North,en
6225,1313468392506978309,2020-10-06 13:17:22,"New Samsung Exclusive Wallpapers are here! Check them out and get them downloaded.

Video: https://t.co/nr3VhF8EG7

#Samsung #GalaxyS20 #GalaxyNote20 @SamsungMobile https://t.co/AmwoREyMyH",jimmyispromo,,,"Midwest, US",en
4587,1313468562909081601,2020-10-06 13:18:03,"am buying a new phone and i had my eyes sent on Huawei but Samsung played dirty, they trapped me with Minimoni. Well played Samsung well played https://t.co/YMMkb8kIhF",Cuteblueraccoon,,,Nowhere,en
1571,1313468984604360704,2020-10-06 13:19:43,@EcoWomble Do you remember the Nokia Lumia ? I got a cheap one from Amazon. Just to make calls and send texts on. Crystal clear calls and not too bad camera. The up to date Nokia models are rubbish. Samsung are good but always too expensive to be accidentally dropped.,Beverle51995260,,,Ayrshire,en
4959,1313469668880003072,2020-10-06 13:22:26,"Got a new phone, ""software acting up"" went to the Samsung store in Long Island. They fixed it, and now again I am having the same problem @SamsungMobile @SamsungSupport",Zambita87,,,"Queens, New York",en
2368,1313470153460535304,2020-10-06 13:24:22,@GregglesTV @SamsungMobileUS Using it right now. The kickstand is clutch for media and video calls .....until you touch the phone.,mattgissentanna,,,Georgia,en
1962,1313470751186583553,2020-10-06 13:26:44,So hungry for this piece of cake Galaxy x BTS: A Piece of Cake 🍰 | Samsung https://t.co/WqTeKAS9fu via @YouTube #BTS #SamsungxBts @bts,BTS7Blessed1,,,United States,en
508,1313471637388484612,2020-10-06 13:30:16,@SamsungMobile @BTS_twt Only one word to describe this ad - https://t.co/d9FAWHQ5EN,Toonamette,,,Philly Philly!,en
893,1313472422503350272,2020-10-06 13:33:23,"@SamsungMobile you came this 🤏close to convincing me to buy this phone when you made it look like a chocolate 🍫 Great concept appealing to the foodie in me and of course having #jhope #V and #SUGA added to the flavor. Bravo! 👏 @BTS_twt 
#GalaxyNote20 #GalaxyxBTS https://t.co/538bnEydSc",JMoejinnie,,,"California, USA",en
1961,1313472506603290624,2020-10-06 13:33:43,@SamsungMobile @BTS_twt the way i am distracted by everything but the phone lol,aremedyamelody,,,USA,en
4328,1313473338518446080,2020-10-06 13:37:01,"@SamsungMobileUS love the new A71 5G UW phone, but WTH, there are like no cases available from third parties. Life proof, Outerbox, nothing. How do you launch a phone and not have these ready to go. Harumph.",trebwar,,,"Connecticut, USA",en
224,1313476747141287942,2020-10-06 13:50:34,That new little Samsung flip phone is cool. That mf so small when it’s closed. If iPhones could do that I’d totally get one,lovecassandraa,,,"𝙾𝚊𝚔𝚕𝚊𝚗𝚍, 𝙲𝚊.",en
5277,1313478076244860934,2020-10-06 13:55:51,"My Fold2 repair was now delayed since Samsung doesn’t have back panels for the Fold 2 in their repair center yet. 

How many months until I get my phone back?",MaxWinebach,,,"Connecticut, USA",en
5621,1313478161804517379,2020-10-06 13:56:11,I bored asf!! I need free game recommendations for my samsung/android phone.. (not among us).. Please help me..,HotSauceChrispy,,,Israel,en
4955,1313479127085834240,2020-10-06 14:00:01,"Watch as pro gamers @Greenskull and @MissHarvey battle in Halo: The Master Chief Collection on the Samsung Galaxy Note20 Ultra 5G.

#SamsungInfluencer https://t.co/LOvUTOk1E1",SamsungCanada,,,"Canada, Toronto",en
1670,1313479910346850304,2020-10-06 14:03:08,You don't have to be a pro to capture stunning photos of the night sky — all you need are the right phone settings. Travel photographer @ErinOutdoors will show you how to take amazing nighttime #photography with the Samsung #GalaxyS20 Ultra 5G using Pro Mo https://t.co/DuH1kGGTRf,LandL2018,,,"Ohio, USA",en
892,1313480795974230017,2020-10-06 14:06:39,"Galaxy x BTS: A Piece of Cake 🍰 | Samsung https://t.co/srlJBuwh83 

Well goddamn.",bramblefae,,,"Indiana, USA",en
5620,1313481556598681601,2020-10-06 14:09:41,@GirlWithLuv_24 @GirlWithLuv24 @SamsungMobile @BTS_twt Can you make this a lock screen?,Schnappyss,,,"Austin, TX",en
5619,1313481853920309255,2020-10-06 14:10:51,"Full video. #BTS 

Galaxy x BTS: A Piece of Cake 🍰 | Samsung https://t.co/6GUhND5IU6 via @YouTube",gdessintraining,,,"Austin, TX",en
5430,1313481963332923398,2020-10-06 14:11:18,Get 50% off a Bookcover Keyboard plus up to 45% off business software on Appstack when you bundle with the Samsung Galaxy Tab S7 or S7+. https://t.co/eoeKxjZBHR https://t.co/MjEFclvOEP,ihdothis,,,"Atlanta, GA",en
4326,1313483641817882628,2020-10-06 14:17:58,"The S20 FE is the OPPOSITE of a fan edition. 

Anyone thinking of moving to a Samsung phone should get this. 

This thing is SPOT ON",ChihiroKasa,,,United States-NJ,en
5618,1313484014146252800,2020-10-06 14:19:26,@GirlWithLuv24 @GirlWithLuv_24 @SamsungMobile @BTS_twt Thank you🙏🏻💜💜💜 the colors are so pretty. Makes a lovely screen combined.💜,Schnappyss,,,"Austin, TX",en
1448,1313484767250255873,2020-10-06 14:22:26,@UnnamedReview @Jon4Lakers @BenSullins Samsung up until recently has been making tizen phones for certain markets. The appeal is they are really cheap. https://t.co/qYQ39gMl1y,jooroth18,,,"Tampa, FL",en
93,1313492693000114179,2020-10-06 14:53:56,Kudos to this individual! I now have RCS working on Samsung Messages with a unbranded device on TMO. https://t.co/403Ula5bPZ,toddw,,,"Springville, TN",en
3189,1313492969786421248,2020-10-06 14:55:02,"Share and win! Every day during AltiumLive, post on social media using #AltiumLive for a chance to win a Samsung Ultrawide Curved Screen QLED Monitor.

We will have a new challenge every day. Today's challenge is: show us your favorite nostalgic electronics device. https://t.co/kSWJpMzLfQ",altium,,,"California, USA",en
889,1313496184150003718,2020-10-06 15:07:48,the samsung camera is really putting us through the ringer huh,peachimmochi,,,NYC,en
3056,1313499037195264001,2020-10-06 15:19:08,@Josh_Quinonez @SamsungMobileUS Very nice. It looks like the Z Fold 2 is no slouch in the camera department at all.,mkostial05,,,"St Louis, MO",en
4950,1313500056146841607,2020-10-06 15:23:11,Samsung Galaxy S6 Android 7.0 INCOMING CALL https://t.co/PcnGAF3t2k via @YouTube,im_Gadhvi,,,"Toronto, Ontario",en
3325,1313500071393193984,2020-10-06 15:23:15,Samsung really out here about to get my coin. Like. They are making me seriously think about switching. My first ever phone was a Samsung so maybe it’s meant to be.😳😳😳😳,errorhyde,,,United States,en
2739,1313500461790638080,2020-10-06 15:24:48,"@taebokkiii @BTS_twt Nah, samsung's camera is good",FeOcean,,,"Arkansas, USA",en
887,1313502021480329217,2020-10-06 15:31:00,"Study to develop algorithms for detecting earliest signs of COVID-19 using Samsung Galaxy smartwatch with a physIQ app, adhesive chest-based biosensors that collect a single-lead ecg signal, and a Samsung Galaxy smartphone #MachineLearning #Wearables  https://t.co/2ChLjffgKf",drmonalidesai,,,"New York, NY",en
2737,1313503157385859085,2020-10-06 15:35:31,I want that fridge with the screen on it. Samsung out did themselves,riah_cashh,,,"Newark, NJ",en
3188,1313504672259469313,2020-10-06 15:41:32,"@SamsungMobileUS I unboxed the Cloud Mint color 😍 This device has ton of bang for your buck
https://t.co/qoxSI7sLlb",panton_chris,,,"Knoxville, TN",en
5519,1313504972441628674,2020-10-06 15:42:43,"@TMobile still has $500 off on trade in for the @SamsungMobileUS #GalaxyS20FE, making it $200! 🤯 I unboxed it on my channel
https://t.co/qoxSI7sLlb https://t.co/v85eVylr6q",panton_chris,,,"Knoxville, TN",en
223,1313505171662532609,2020-10-06 15:43:31,@ExplicitLi Same.. I'm on the Samsung upgrade program so I'd just trade my phone in for like $650 off the note 20,ayowena,,,Las Vegas,en
4946,1313507001088053250,2020-10-06 15:50:47,@BTS_twt Now I know your fancy @SamsungMobile phone didn’t take potato quality shots like this. I need this HD! ALSO EXCITED FOR THE WEEKEND! Can’t wait to see you 💜💜,sugabee,,,Toronto,en
222,1313507331749998592,2020-10-06 15:52:06,"$AAPL #samsung he international mobile phone manufacturing companies that are approved to avail incentive for producing mobile phones with invoice value Rs 15,000 and above are Samsung, Foxconn Hon Hai, Rising Star, Wistron and Pegatron. #smartphones 

https://t.co/NJkfVzSqoj",naashonomics,,,San Jose,en
1812,1313509072638009344,2020-10-06 15:59:01,@c911hak @SamsungMobile I must be comparatively prehistoric with my S6 then 😂. Will be upgrading soon so doing some research. Amazed that the quality is that good on a 4.5 year old phone,PatrickLawsonV8,,,Ireland,en
2134,1313509592391987200,2020-10-06 16:01:05,@gwzcomps @SamsungSupport May I ask what device you're using?,Matth0351,,,"Houston, TX",en
2053,1313509710914412544,2020-10-06 16:01:33,Thinking of buying Samsung Galaxy S7 - 32GB - 930V No Contract Verizon Prepaid Smartphone -  Refurbished? Read our l https://t.co/3HTLax7q8T,iConvertwireles,,,"Nashville, TN",en
1447,1313510652166709249,2020-10-06 16:05:17,"Does anyone else feel that putting ads in the notifications is pretty scummy?

This is a @Samsung,  do other phone makers do that? https://t.co/yBSOyoRa9s",Not_The_Giant,,,"Poinciana , FL",en
221,1313511852324786177,2020-10-06 16:10:04,@duto_guerra @ayushchopra96 @hardmaru @NVIDIAAI There is an open-sourced solution by Samsung that does this on mobile in real-time https://t.co/DXmJGyLsBs,MalkovYury,,,"San Francisco, USA",en
2947,1313512697426780165,2020-10-06 16:13:25,😂😂😂😂 Samsung expects this garbage will protect your $2000 phone!? https://t.co/ZmHBbN1O0C,mathew_poynter,,,"detroit, mi",en
2133,1313513871131512836,2020-10-06 16:18:05,"@gwzcomps @SamsungSupport I understand, you could try to wipe the phone completely. There is one app on the Galaxy store called 'Degoo' that offers all Samsung owners 100GB of free storage. You could back up everything onto there and then wipe. I hate that Samsung tries to replace Google apps with theirs.",Matth0351,,,"Houston, TX",en
5947,1313514849599541248,2020-10-06 16:21:58,"Is... Samsung trying to incite a sex riot?

Galaxy x BTS: A Piece of Cake 🍰 | Samsung https://t.co/JOZPpegsPv",kaepkaepjjang0,,,"Seattle, WA",en
5617,1313515319164571649,2020-10-06 16:23:50,"Introducing the @Samsung Link indoor portfolio, providing mobile operators #5G indoor solutions that extend service to venues, businesses, and private networks and enable high-throughput and low-latency applications. https://t.co/nz4z7INW8Z https://t.co/rS4ThT5ENE",SamsungNetworks,,,"Plano, Texas",en
4945,1313517722177867777,2020-10-06 16:33:23,"@SamsungMobileUS @ddlovato @marshmellomusic Play with your team on the Go!

SamsungGalaxy
Note20 Ultra 5G
XBOX Console streaming

Modern Warfare Multiplayer
XBOX Wireless Controller
breaktime at work⬅️
https://t.co/ZP0VJ6Obsm
Follow https://t.co/aGfqCH0E8r IPLAY_XBOX_ https://t.co/V6sWFppqAl",IPLAY_XBOX_,,,"Washington, DC",en
4630,1313526575619477504,2020-10-06 17:08:34,Amazon is offering pre-Prime Day #deals of $30 discounts for the two variants of the #SamsungGalaxyWatch3. https://t.co/jgsj5V3tjh,DealsDT,,,"Portland, OR",en
3186,1313526639460900865,2020-10-06 17:08:49,@4tricel @_sportylesley @EffiingAmaziing I use my Samsung smart watch to track my progress and it logs it into the app on my phone.,dmania49,,,California,en
4512,1313527252504637440,2020-10-06 17:11:15,Get 50% off a Bookcover Keyboard plus up to 45% off business software on Appstack when you bundle with the Samsung Galaxy Tab S7 or S7+. https://t.co/Gppj6QnH8N https://t.co/uq8hci2i66,TheKevinEaton,,,"Detroit, MI",en
4322,1313527489914982400,2020-10-06 17:12:12,"This little ring on the Samsung Galaxy S20 FE is the single most ANNOYING thing on this phone. 

It's almost perfect. Almost... https://t.co/0ZZ6dwIjLb",ChihiroKasa,,,United States-NJ,en
3185,1313530736910061574,2020-10-06 17:25:06,Check out the Progressive Dairy Expo section online and sign up to win a free Samsung Galaxy Tablet from us! Be sure to watch our video of PCDART user and Lancaster DHIA customer Doyle Waybright. https://t.co/tWal35Ks3r https://t.co/rx3YxCFz2J,pcdart_,,,"Raleigh, NC",en
220,1313531416215515140,2020-10-06 17:27:48,Samsung phone update One UI 3.0 Android 11 public Beta released https://t.co/KTTVUNqJFj,slashgear,,,San Francisco,en
1446,1313531970278895616,2020-10-06 17:30:00,"#HonkyTonkRanch can now be streamed on @CircleAllAccess TV on the Roku Channel, XUMO, Samsung TVPlus and Vizio! Check out https://t.co/98fVrr9XsQ to find out more and don't miss a re-run of last week's episode tomorrow at 6 pm ET and a brand-new episode Thursday at 8:30 pm ET 📺 https://t.co/y88Z1U21Mi",BellamyBrothers,,,"Darby, FL",en
1445,1313532470894178305,2020-10-06 17:31:59,Fishing..https://t.co/YJ3ZAh10kz,shanalouise007,,"Vero Beach, FL",,en
5616,1313532826239762432,2020-10-06 17:33:24,Hey @YouTube app on Samsung TV won’t play videos today.  Was working yesterday.  Just black screen today after selecting any video.  Send feedback link on web gives 403.,edeevans,,,"Leander, TX",en
4321,1313534214373961728,2020-10-06 17:38:55,"At this point, I'm starting to think it's more effective to buy a new Samsung phone than get to get the newest phone repaired",MaxWinebach,,,"Connecticut, USA",en
3562,1313536903564734466,2020-10-06 17:49:36,"@MADBLACKTWlNK @somuchjeffery @RajaMagDich @MKBHD Have you tried a folding phone in your hand, bud? You’re making a lot of conclusions for someone who hasn’t actually had and tested the @Samsung Galaxy #ZFold2 in their own hands for several weeks.",BMACadelic,,,"Guilford, CT",en
3924,1313538903471611904,2020-10-06 17:57:33,@tsnmin @BTS_twt I am sorry but I am laughing 🙃as far as i know Samsung s20 camera fiture is so damn good @BTS_twt please kindly used it dear 🤣🤣🤣🤣🤣,bbyrj_,,,Korea,en
4941,1313540281212563456,2020-10-06 18:03:02,So it looks like @SamsungMobile messed up the touch screen drivers on the S20 FE. This is happening on both my sister's and my dad's. https://t.co/BrnvLWxOQp,Wander1236,,,Pennsylvania,en
1959,1313540621450309633,2020-10-06 18:04:23,"Watch @SamsungMobile's broadcast: Heart Attack : Live Watch Party

https://t.co/arZqLk1ywu",abraham_accords,,,United States,en
5426,1313540734008524800,2020-10-06 18:04:50,Galaxy Note 20 rumors: Everything we know a week before Samsung Unpacked - CNET: #ai #deeplearning #iot MT @motorcycletwitt @mikequindazzi https://t.co/B9IcrdqeY6 https://t.co/duoLXPObqn,Claire_Harris82,,,"Johns Creek, GA",en
4629,1313541544067002369,2020-10-06 18:08:03,"Enhance your laptop, phone, or tablet's storage capacity with these Samsung Evo Select microSD cards today. https://t.co/O46zclrhkV",DealsDT,,,"Portland, OR",en
3323,1313545727721832452,2020-10-06 18:24:40,@fw_x0mar @FortniteGame Oh. Oh no I mean I'm getting a Samsung phone and it has the emoji apparently,MFounderz,,,United States,en
6158,1313545850606542848,2020-10-06 18:25:09,@theapplehub How about a camera to compete with Samsung?,TJBaker85,,,"Utica, Ohio",en
4940,1313548376395460608,2020-10-06 18:35:12,"@SamsungMobileUS
Another Vlogger's dream phone 😍 #GalaxyS20FE https://t.co/Yc5uApJAY2",itsmeTimDavid,,,"Manhattan, NY",en
5425,1313549505401425921,2020-10-06 18:39:41,"I got my new phone today (Samsung s20 FE) and I'm in love. My old phone is almost 3 years old and MY GOD, the camera upgrade is amaaaaazing 🥰",VenusenaOW,,,Sweden,en
2359,1313550869049335810,2020-10-06 18:45:06,The Samsung Galaxy S20 FE 5G delivers all the phone performance most people need at a price more people can afford.​ https://t.co/XPDm5TC0Ay,PCMag,,,"New York, NY",en
2131,1313554289713967106,2020-10-06 18:58:41,@taebokkiii @BTS_twt My Samsung phone 🤔 https://t.co/Jpu4oqjLMX,SyphyChan,,,"Humble, TX",en
2729,1313554408354066434,2020-10-06 18:59:10,"@SamsungMobile This ad is so extra but I love and adore it

Been devoted to Samsung phones for the longest time now, so glad I'm committed 🥰

https://t.co/x6xs9VSkw4",SiennaNguyen,,,"California, USA",en
876,1313555108291117057,2020-10-06 19:01:57,Don’t miss out! Get the all new Galaxy Buds (Plus or Lives) for 50% off when you purchase a new 5G Samsung device! Great deals simply for getting a new phone!? #NERocks #GalaxyBuds https://t.co/Lv7yYscZUU,rosezmorales,,,"Bloomfield, NJ",en
1808,1313558991239352320,2020-10-06 19:17:22,I updated my phone and now my Samsung password app is gone. I do not remember any of my important login information. #SamsungGalaxyS10,HeyItsLex323,,,"South Bend, IN",en
5266,1313563019134169088,2020-10-06 19:33:23,"@moberndo @ZacksJerryRig If I can get my phone back from Samsung, I'd even attempt to replace the back panel myself lol",MaxWinebach,,,"Connecticut, USA",en
3055,1313563889485991937,2020-10-06 19:36:50,"@BakingSteele @randychapman @tomarbuthnot I am an android person, so.... sadly I can't play with this option. Not that impressed with the camera on my samsung so will keep looking. Thanks so much though guys.. this is a great idea!",MichelleK1013,,,"Lee's Summit, MO",en
4315,1313564707496787976,2020-10-06 19:40:05,Capture precious memories and stay connected with the Samsung Galaxy A71 unlocked smartphone.  Order today: https://t.co/MvDOEiEbhP https://t.co/oEpAEpH0ok,SmartCellPerks,,,"Ottawa, Ontario",en
4314,1313564707681439746,2020-10-06 19:40:05,Capture precious memories and stay connected with the Samsung Galaxy A71 unlocked smartphone.  Order today: https://t.co/55eFljhLEM https://t.co/1C70XykEIF,RoofyGuru,,,"Ottawa, Ontario",en
4936,1313567216118444032,2020-10-06 19:50:03,"My grandma is too cute she called me up all excited about upgrading her samsung phone saying ""I got the BTS phone!!!"" 🥺🥺🥺",jungooscheeks,,,"Brooklyn, NYC",en
874,1313568880183308289,2020-10-06 19:56:40,What's great about Samsungs are that they're very useful for a long while and affordable until you're reading for an upgrade. I've been a Samsung user since I started college and it works for EVERYTHING! Not once has my screen ever been broken or severely cracked.🍎👀*cough* https://t.co/8dqVLTzND1,NikkaJaySpeaks,,,"California, USA",en
219,1313570472836038656,2020-10-06 20:03:00,19 tips and tricks for your new Samsung Galaxy Watch 3 https://t.co/wWeTRkrM1e #Wearables,_MyHealthyApple,,,"Los Angeles, CA",en
218,1313571863935635456,2020-10-06 20:08:32,"See how the semiconductor design company, GAONCHIPS, uses SAFE-CDP -- powered by Rescale -- to take advantage of Samsung's diverse foundry ecosystem in a flexible cloud environment. https://t.co/LoQHBkLdCA https://t.co/uCzucEnxNR",RescaleInc,,,"San Francisco, CA",en
2355,1313572435913039879,2020-10-06 20:10:48,"@TMobileHelp hi! I'm a customer, &amp; in January 2019 I got a Samsung Galaxy S9, where I traded in my old Galaxy S6 for a monthly credit. I'm interested in fully paying the phone off, but I want to know if these credits would continue until the original end date of my payment plan?",baguilar94,,,"Yonkers, NY",en
1277,1313573584795824128,2020-10-06 20:15:22,"@mapofhoseok My grandma told me she saw it last night and realized she just upgraded her new phone as the new samsung and got all excited and was like ""I got the new BTS phone!!!"" 🥺",jungooscheeks,,,"Brooklyn, NYC",en
5944,1313575006983516160,2020-10-06 20:21:01,"Samsung Pay suddenly started popping up FULL SCREEN on my Galaxy S9+ randomly. Went to look at settings and while notifications are blocked, they added a completely made-up separate ""Marketing Information"" setting that I now have to turn off. 🙄😒 https://t.co/inQX79GRl7",OutlandishBeats,,,"Bremerton, Washington",en
4310,1313575690139324419,2020-10-06 20:23:44,@missbreton im gonna have to get a samsung so theres no fuckin roaches in my phone god damnit,cassidyrouth,,,"Manhattan, NY",en
1956,1313577567883059202,2020-10-06 20:31:11,@SamsungMobileUS I wish I could get an answer on why yall have been keeping my phone for over a month now and transferring me without answers every time I call :-/,simplexity85,,,"Somewhere, USA",en
3553,1313577654885515266,2020-10-06 20:31:32,@YahooCare I got the email saying my yahoo email security is out of date. I use the mail apps on an iPad and Samsung tablet and phone. If I sign out of all and sign back in will it be ok? I prefer to use these apps than the separate yahoo app. Thanks!,itsmelphere,,,Massachusetts,en
1955,1313577911476269056,2020-10-06 20:32:33,@SamsungSupport I wish I could get an answer on why yall have been keeping my phone for over a month now and transferring me without answers every time I call :-/,simplexity85,,,"Somewhere, USA",en
5943,1313580591128997888,2020-10-06 20:43:12,@XperiaBlog @MKBHD I mean conserding what samsung is doing with their phones it might not be a bad idea to buy a Sony phone,LEGENDARYMSR69,,,Home,en
1444,1313580980062556160,2020-10-06 20:44:45,@TechnicallyTee What do you mean has to be slow on a Samsung device? You mean an auto mode?,pachi72,,,"Hialeah, FL",en
1807,1313583714811731970,2020-10-06 20:55:37,"Looking for a big sound upgrade without the complexity of a full surround sound system? We took a closer look at the @SamsungUS HW-Q900T, a high soundbar with some serious specs.
https://t.co/jKqQg4dTnG",abtelectronics,,,"Glenview, IL",en
3054,1313584242849443840,2020-10-06 20:57:43,@askdes @FootballMel @TMobile I'm loving the cloud lavender color it's really beautiful i might upgrade to this phone it cost less $249 than my Samsung galaxy 9 purple lilac i payed like $720.00,Penelop37551130,,,"Shawnee, KS",en
1665,1313584354090778627,2020-10-06 20:58:09,HELP!!! I have a Samsung Galaxy S7 Edge cell phone and the fast charging isnt working anymore. I have it enabled and it's not doing anything. Takes super long to charge up my phone. Any suggestions?,geaux92,,,"Louisiana, USA",en
1953,1313585957568999427,2020-10-06 21:04:32,"@CNN Great story about voter registration suppression. But have you checked out Kansas voter registration page?

https://t.co/baJgCSdW50 https://t.co/v7J1ouQC3c",Gloridaz,,,United States,en
1952,1313586149731053569,2020-10-06 21:05:18,@RahulKankrale Is this in a Mobile App own by Samsung?,chevonphillip,,,United States,en
5942,1313586855925907458,2020-10-06 21:08:06,@LieFE_of_Riley they are just epic phones i love mine the camera is unreal and all-round Samsung just make epic phones,robbie_b87,,,fife,en
2877,1313589045021356035,2020-10-06 21:16:48,Eye level and as big as a 🏀during my evening walk yesterday. Loved the details. Samsung A50 phone  📷 https://t.co/9MyHFr2UUk,Bedom2204,,,"Québec, Canada",en
3912,1313590388389797888,2020-10-06 21:22:08,@russ_mc_876 One a the Samsung A series  dem.... (nuh bother create no excitement pon me lil phone. ),her_curry_gravy,,,Somewhere in Jamaica,en
5615,1313593819271778306,2020-10-06 21:35:46,"@QuantumOLED The largest size made on mobile OLED fabs today is 15"". They may get to 17"" in a couple of years. For monitors and TVs, need a different technology like IJP, WOLED, QDOLED etc. Yes samsung will make monitors and TVs from their QDOLED fab...",DSCCRoss,,,"Austin, TX",en
261,1313596655615324160,2020-10-06 21:47:02,"My Samsung S7 is giving up the ghost. Down volume button is busted and phone comes up in Safe Mode disabling 90% of my apps including the Twitter. So for the next few days, expected less posts. New posts will be from my laptop or my tablet. New phone is coming in 3-5 days. https://t.co/Qztx8cns1j",JDobb66391840,,,Colorado Springs,en
3318,1313596732966486016,2020-10-06 21:47:21,Galaxy x BTS: A Piece of Cake 🍰 | Samsung https://t.co/ePpPMqJvXZ via @YouTube,mochi_tannies7,,,united states ,en
