,Unnamed: 0,Unnamed: 0.1,Tweet Id,Tweet Datetime,Tweet Text,Twitter @ Name,Tweet Coordinates,Place Info,User Location,Tweet Language,tag
139,349,5955,1313223745054543872,2020-10-05 21:05:13, yeah  awful behavior  sit down,BannedKon,,,"Seattle, WA",en,negative
140,352,5953,1313228347132964864,2020-10-05 21:23:31,the new firmware is quite the improvement in responsiveness of device status health  good job ,mkristensen,,,"Redmond, WA",en,positive
141,353,3338,1313231418177335296,2020-10-05 21:35:43, i just want a phone that is flat  i want to be able to set it on a table with no rock  this is why i am holding on to my note  until you make another damn flat phone because i hate having the camera sticking  inches out ,TheLawHammer,,,United States ,en,negative
142,354,231,1313232679014285312,2020-10-05 21:40:44,"real world galaxy z fold  qc observations   • pre dented inner screen out of the box • hinge misaligned by   mm  reduced ingress protection  • battery self discharges at  gt   hr  samsung does not offer replacements so i have to return  reorder   amp  wait  ",sephr,,,"San Francisco, CA",en,negative
143,356,1453,1313234627880943618,2020-10-05 21:48:28,the best phone sensor i ever used  that slr both is sew fucking good  please keep the sensor  do not go backwards   noteultra ,pachi72,,,"Hialeah, FL",en,positive
144,360,4519,1313236612160126981,2020-10-05 21:56:21, get the cases on ebay or amazon  they are stocked and shipping the out pretty quick  amazon has them  day shipping   i get my phone tomorrow and my clear case from ebay comes on friday ,DianaLaBoy,,,"Texas, USA",en,neutral
145,368,3198,1313249276739321858,2020-10-05 22:46:41, do you happen to have a samsung phone  if not  you might want to look on amazon for an o monitor  that is really the most important metric  also stay as hydrated as you can possibly stand  like keep a full glass of water nearby at all times ,ZacWolf,,,"Durham, NC, USA",en,neutral
146,369,3335,1313250280872587264,2020-10-05 22:50:40, i will start off i will give you an example  samsung pay is needed in the usa because nfc is rare so unless you have samsung pay you cannot use mobile payments exclusively  i use the s pen to take notes with my customers on a daily basis  i play games so having a high refresh rate ,AndroidEducator,,,United States,en,neutral
147,370,1336,1313253726644207617,2020-10-05 23:04:22,"i love my  noteultra and it takes great photos still tight that did not give me the headphones but the phone still boss ",TheBlackKratos1,,,"Manhattan, NY",en,positive
148,371,3976,1313255365807669254,2020-10-05 23:10:52,  it is very disappointing  when you market z fold supports esim and when customers spend  k on a phone expecting this service and fool the people  this happened with galaxy s ultra and after the return period for most  you just bluntly updated your website   ,bennypanakkal,,,"Blue Bell, PA",en,negative
149,375,4358,1313258279812960257,2020-10-05 23:22:27,my photos of the moon yesterday using samsung galaxy s ultra  s space zoom camera option  i am now inspired to buy a telescope to see the awesome planets  amp  galaxies the universe has to offer  astrophotography ,abidmix,,,New York,en,positive
150,378,5309,1313259298068275201,2020-10-05 23:26:30, it is very disappointing  when you market z fold supports esim and when customers spend  k on a phone expecting this service and fool them  this happened with galaxy s ultra and after the return period for most  you just bluntly updated your website   ,bennypanakkal,,,"Blue Bell, PA",en,negative
151,379,1970,1313260039994392576,2020-10-05 23:29:27, my phone  galaxy note  comes built with a if app and i also use samsung video player for some things,unsilent_stephy,,,Nevada,en,neutral
152,393,4987,1313306919730327552,2020-10-06 02:35:44, do you have a smart tv  if you do you can cast from you samsung phone,StirItUpCoach,,"Queens, NY","Queens, NY",en,neutral
153,394,1451,1313307508421861383,2020-10-06 02:38:04, noteultra night mode thank you for making a great phone with a kick ass camera  ,pachi72,,,"Hialeah, FL",en,positive
154,397,2949,1313320634982768640,2020-10-06 03:30:14," it was the samsung phone  you just had on  ",NickASAVet,,,"Chicago, Illinois",en,neutral
155,400,4985,1313332072581398528,2020-10-06 04:15:41, actually sony did it first and unless he is used the samsung phone please do not call on about this stuff  every android manufacturer has embedded fingerprint scanners into their power buttons ,Livealldaydrew,,,"Toronto, Ontario",en,neutral
156,401,1325,1313332346456870915,2020-10-06 04:16:46, would love one of this phone do my classwork on so i need of a phone,vibescity,,,brooklyn usa,en,positive
157,409,1673,1313373069688352768,2020-10-06 06:58:35, so true  i returned mine  it was a joke  the fold is not good for social media  cuts off on photos  also certain apps will not work with this device ,Music4HimNow,,,"Freeburg, IL",en,negative
158,410,1818,1313375076658622466,2020-10-06 07:06:34, st tweet  new phone  galaxy note   samsung  new phone  made for me  stylist  good quality   comma,3MRTOAD2,,,"Findlay, OH",en,positive
159,416,1967,1313411551643172864,2020-10-06 09:31:30, may   october why no one knew anything about this incredible phone  to me this phone looks great than the new samsung ,_theonliner_,,,United States,en,positive
160,418,3959,1313416795781558273,2020-10-06 09:52:20, which phone do you have ,MariKrajczar,,,Pennsylvania,en,neutral
161,421,2136,1313426918109257728,2020-10-06 10:32:34,gameplay on samsung s p fps  vulkan made with dream engine  nothing fancy but for mobile middle spec device looks promising  ,insomnum,,,Israel,en,positive
162,424,2059,1313442030937407488,2020-10-06 11:32:37, what phone is it ,PatrickLawsonV8,,,Ireland,en,neutral
163,431,2058,1313451415528972291,2020-10-06 12:09:54,  in camera gear    experience as a professional photographer  and the best picture of the day was with my cell phone   sigh    samsung ,DRSSRobotics,,,"Kettering, Ohio",en,positive
164,436,4084,1313453976075952129,2020-10-06 12:20:05, not good to see this first thing in the morning  now i am a mess  they are gorgeous  commercial is amazing  is this phone available already  because i will buy asap   ,rache_briones,,,"Las Vegas, Nevada",en,positive
165,463,4959,1313469668880003072,2020-10-06 13:22:26,got a new phone   software acting up  went to the samsung store in long island  they fixed it  and now again i am having the same problem  ,Zambita87,,,"Queens, New York",en,negative
166,467,893,1313472422503350272,2020-10-06 13:33:23," you came this closeto convincing me to buy this phone when you made it look like a chocolate  great concept appealing to the foodie in me and of course having  jhhopev and  susugardded to the flavor  brbravo   laxynote  galaxyxbts ",JMoejinnie,,,"California, USA",en,positive
167,470,224,1313476747141287942,2020-10-06 13:50:34,that new little samsung flip phone is cool  that mf so small when it closed  if iphones could do that i d totally get one,lovecassandraa,,,"𝙾𝚊𝚔𝚕𝚊𝚗𝚍, 𝙲𝚊.",en,positive
168,471,5277,1313478076244860934,2020-10-06 13:55:51,"my fold repair was now delayed since samsung doesn t have back panels for the fold  in their repair center yet    how many months until i get my phone back ",MaxWinebach,,,"Connecticut, USA",en,negative
169,476,5620,1313481556598681601,2020-10-06 14:09:41, can you make this a lock screen ,Schnappyss,,,"Austin, TX",en,neutral
170,480,5618,1313484014146252800,2020-10-06 14:19:26, thank you the colors are so pretty  makesmakesvely screen combined ,Schnappyss,,,"Austin, TX",en,positive
171,488,2739,1313500461790638080,2020-10-06 15:24:48, nah  samsung camera is good,FeOcean,,,"Arkansas, USA",en,positive
172,494,4946,1313507001088053250,2020-10-06 15:50:47, now i know your fancy phone didn t take potato quality shots like this  i need this had  also excited for the weekend  can t wait to see you ,sugabee,,,Toronto,en,positive
173,496,1812,1313509072638009344,2020-10-06 15:59:01, i must be comparatively prehistoric with my s then   wwillbe upgrading soon so doing some research  aamazedthat the quality is that good on a   year old phone,PatrickLawsonV8,,,Ireland,en,positive
174,497,2134,1313509592391987200,2020-10-06 16:01:05, may i ask what device you are using ,Matth0351,,,"Houston, TX",en,neutral
175,499,1447,1313510652166709249,2020-10-06 16:05:17,"does anyone else feel that putting ads in the notifications is pretty scummy   this is a  do other phone makers do that  ",Not_The_Giant,,,"Poinciana , FL",en,negative
176,501,2947,1313512697426780165,2020-10-06 16:13:25, samsung expects this garbage will protect your   phone   ,mathew_poynter,,,"detroit, mi",en,negative
177,502,2133,1313513871131512836,2020-10-06 16:18:05, i understand  you could try to wipe the phone completely  there is one app on the galaxy store called  degree  that offers all samsung owners gb of free storage  you could back up everything onto there and then wipe  i hate that samsung tries to replace google apps with theirs ,Matth0351,,,"Houston, TX",en,negative
178,507,3186,1313526639460900865,2020-10-06 17:08:49, i use my samsung smart watch to track my progress and it logs it into the app on my phone ,dmania49,,,California,en,neutral
179,517,3924,1313538903471611904,2020-10-06 17:57:33, i am sorry but i am laughing as far as iiknow ssamsungs camera ffigureis so damn good  lease kindly used it dear ,bbyrj_,,,Korea,en,positive
180,518,4941,1313540281212563456,2020-10-06 18:03:02,so it looks like messed up the touch screen drivers on the s fe  this is happening on both my sister and my dad  ,Wander1236,,,Pennsylvania,en,negative
181,523,6158,1313545850606542848,2020-10-06 18:25:09, how about a camera to compete with samsung ,TJBaker85,,,"Utica, Ohio",en,neutral
182,525,5425,1313549505401425921,2020-10-06 18:39:41,i got my new phone today  samsung s fe  and i am in love  my old phone is almost  years old and my god  the camera upgrade is amaaaaazing ,VenusenaOW,,,Sweden,en,positive
183,528,2729,1313554408354066434,2020-10-06 18:59:10," this ad is so extra but i love and adore it  been devoted to samsung phones for the longest time now  so glad i am committed   ",SiennaNguyen,,,"California, USA",en,positive
184,543,1956,1313577567883059202,2020-10-06 20:31:11, i wish i could get an answer on why you all have been keeping my phone for over a month now and transferring me without answers every time i call    ,simplexity85,,,"Somewhere, USA",en,negative
185,547,1444,1313580980062556160,2020-10-06 20:44:45, what do you mean has to be slow on a samsung device  you mean an auto mode ,pachi72,,,"Hialeah, FL",en,neutral
186,549,3054,1313584242849443840,2020-10-06 20:57:43, i am loving the cloud lavender color it has really beautiful i might upgrade to this phone it cost less   than my samsung galaxy  purple lilac i payed like   ,Penelop37551130,,,"Shawnee, KS",en,positive
187,550,1665,1313584354090778627,2020-10-06 20:58:09,help    i have a samsung galaxy s edge cell phone and the fast charging is not working anymore  i have it enabled and it is not doing anything  takes super long to charge up my phone  any suggestions ,geaux92,,,"Louisiana, USA",en,negative
188,552,1952,1313586149731053569,2020-10-06 21:05:18, is this in a mobile app own by samsung ,chevonphillip,,,United States,en,neutral
189,553,5942,1313586855925907458,2020-10-06 21:08:06, they are just epic phones i love mine the camera is unreal and all round samsung just make epic phones,robbie_b87,,,fife,en,positive
190,554,2877,1313589045021356035,2020-10-06 21:16:48,eye level and as big as a during my evening walk yesterday  loved the details  samsung a phone   ,Bedom2204,,,"Québec, Canada",en,positive
191,568,2718,1313613303751553028,2020-10-06 22:53:12, i think it is maybe my phone version or something  no clue  i feel the samsung s is not that old that it could not handle voice tweets,loubtube64,,,Georgia,en,neutral
192,580,40,1313625159463510016,2020-10-06 23:40:18, yes  it is true  i do not know about phones  we have samsung  i cannot upload mp to my phone and listen to them without samsung forcing commercials into the play list ,jedinudist,,,Northern Mississippi,en,negative
193,581,4922,1313625662352220161,2020-10-06 23:42:18, loving my new s fe g  such an awesome phone ,alex_myford,,,"Georgia, USA",en,positive
194,589,6023,1313631131351298053,2020-10-07 00:04:02,so disappointed in i ve bought a new  samsung almost yearly for several years  and now due to refusal to use had  many shows are too dark to watch  no matter what setting  this is a new  led in standard mode  with eco off   fixity  classactionlawsuit ,jen83456246,,,"Madison, WI",en,negative
195,594,3233,1313639543199985665,2020-10-07 00:37:27, it is amazing phone     wwow,miladnoail,,,"Michigan, USA",en,positive
196,595,5612,1313640897708466176,2020-10-07 00:42:50,not going to lie that samsung smart flip phone looks kind of cool,whoviankaleigh,,,the beautiful state of Texas,en,positive
197,603,2999,1313657839383195648,2020-10-07 01:50:10, you need to get rid of that samsung note  if your phone is smoking ,TomMinske,,,"West Fargo, ND",en,negative
198,606,6153,1313660926260908033,2020-10-07 02:02:26, depends on the phone  my phone goes from  to  in  minutes with the samsung fast charger,cvrtographerdub,,,"Pittsburgh, PA",en,neutral
199,611,211,1313680752559546370,2020-10-07 03:21:13, can t wait to see which samsung phone they release this time ,JustPaulMiller,,,"Oakland, CA",en,neutral
200,612,4508,1313681461938196480,2020-10-07 03:24:02, all my cards sit in a plastic tray and i pay with my samsung phone  between samsung pay and google pay i have it covered ,Macgyver_46,,," New Hampshire, USA",en,neutral
201,621,3049,1313702149591834625,2020-10-07 04:46:14, my phone let us me have the option of video clips it is an android samsung s,Pennyyo79,,,"Illinois, USA",en,neutral
202,622,5938,1313709285981908993,2020-10-07 05:14:35,"reasons i am not getting another samsung phone until they stop their bs   i am tired of having to agree to their data collection policies just so i can get into the     ing settings menu so i can disable the bloatware they installed on my phone ",legendblade,,,"Seattle, WA",en,negative
203,627,259,1313734667606974468,2020-10-07 06:55:27, you can change icons look and fonts on samsung os  also  ink which samsung phone you are using but it would almost sound like a lie if you said you were using a baggy s phone ,Patrick91433596,,,"Colorado Springs, CO",en,negative
204,635,3891,1313753239041515521,2020-10-07 08:09:15, ok so another month still no wifi calling on the s ultra still on august security patch  you know you guys say one thing to sell a phone but man this is wrong  when the hell are you going to get shit together  do not blame samsung for the updates,Chuckanthoine,,,"Maine, USA",en,negative
205,643,2696,1313761790681997313,2020-10-07 08:43:14, can your samsung phone do face time or message ,darkknight004,,,Mars,en,neutral
206,674,1652,1313774638388838400,2020-10-07 09:34:17,good thinking for samsung awesome program by samsung  it has never been easier to own a smartphone than with the  samsunggalaxyforever program that offers you the flexibility to upgrade your smartphone every year  more details  ,tarnnum07,,,Hindostan ,en,positive
207,698,432,1313828694524387328,2020-10-07 13:09:05,   i do not understand why i must wait an entire week to have my phone restored  because your system wants to text a phone that is not even activated   i have all pass codes but still must wait     gawd    effing never had this ridiculous crap   fail,TheirVictoria,,,"Craftsbury, VT",en,negative
208,705,90,1313844453015195649,2020-10-07 14:11:42,"so i purchased the most unnecessary piece of tech i think i ever have for my phone upgrade  i decided to get the samsung galaxy z fold    i have had it for about a day now and its ridiculous  its a phone that folds out into a small tablet size  i feel like i am in  ",TylerTweets2,,,"Memphis, TN",en,negative
209,720,88,1313863708402221061,2020-10-07 15:28:13, you re clearly a samsung fan boy if you think that a    plastic phone is okay  i ve talked to many people who is a are samsung fan boys about this and even they think it dumb  why are you so set on  defending the people who own that phone  ,isaacingram_,,,"Tulsa, OK",en,negative
210,745,5935,1313884335347392512,2020-10-07 16:50:10, after hours on the phone with your company and over    in samsung electronics in my home  i will probably never buy or recommend a samsung product again   so disappointed  in your company customer service ,LunaApollo,,,"South Hill, WA",en,negative
211,751,1209,1313889846818156544,2020-10-07 17:12:05, i just bought the   titanium galaxy s and because the bracelet design does not allow any link to be removed like a normal watch i cannot wear the watch with the included bracelet  very disappointed ,JoshQuillin,,,"Florida, USA",en,negative
212,759,1498,1313898829117378560,2020-10-07 17:47:46, really getting tired of seeing ads on samsung apps on my   smartphone  at least give me an option to turn all of them off ,csbeverly1,,,"greer,sc",en,negative
213,760,3845,1313900598337523712,2020-10-07 17:54:48, yeah  all us unlocked and canadian models of samsung phones are boot loader locked  you need to get an eu korea india model of the device for boot loader unlocking ,MaxWinebach,,,"Connecticut, USA",en,neutral
214,765,5195,1313911219254947841,2020-10-07 18:37:00, the keyboard is not listed as an app  is there somewhere else this would be  i have reset keyboard settings as a possible fix for this before but no luck  this is the default keyboard that comes with the phone ,Billman93,,,cape cod,en,negative
215,768,2043,1313916458456551426,2020-10-07 18:57:49, stop making the backs of your phones out of glass   my new phone fell  while opening the dam box  and the back is already cracked ,HoeffnerGPS,,,"Nashville, TN",en,negative
216,770,190,1313920369468665856,2020-10-07 19:13:22, amazing what cell phone cameras can do these days  i have the s ,LaughingLion123,,,"Las Vegas, NV",en,positive
217,773,188,1313922262358056966,2020-10-07 19:20:53,"samsung k triple laser projector looks amazing  this ultra short throw projector only needs to be a few inches away from the wall or screen  ",Pia_Fidelis,,,"LBC, California",en,positive
218,775,4242,1313925147070541824,2020-10-07 19:32:21, np i m currently figuring out what the next phone i ll get but not sure yet ,TechWithMeYT,,,"New Jersey, USA",en,neutral
219,777,5600,1313931494159790080,2020-10-07 19:57:34,"i have been using the samsung  galaxyzfold for about  weeks now  in a world of nearly identical phone slabs   this is a truly unique device  i  lt  technology that breaks the conventional mold and i am glad companies are taking risks     photography  galaxyfold  ilovetech ",GameGuyNick,,,"Fort Worth, TX",en,positive
220,782,6138,1313936781411319813,2020-10-07 20:18:35, just get a s ultra  size of a tablet pretty much  mint camera  great specs  well worth it,HazzyP83,,,Durham,en,positive
221,785,2650,1313940561938743296,2020-10-07 20:33:36,have been a samsung mobile customer for almost  years  i sent my damaged phone for a  repair and i am willing to spent money to get that fixed  i have note plus  they never checked my phone and sent it back to me reason  cannot pwr my phn when i got it i turned it on poor servc,tahjibstark,,,"New Jersey, USA",en,negative
222,787,416,1313941476955639809,2020-10-07 20:37:14,i want to know what type of service is samsung giving to their customer when you call yourself world class service  you never touched my phone when i got phone i turn it on with  click  i am very upset and beyond disappointed who are these fake tech guys  ,tahjibstark,,,"New Jersey, USA",en,negative
223,795,3232,1313956032868233224,2020-10-07 21:35:05, what is going on with your qc  i bought a new  samsungwatch and it only lasted  months even with it being babied  then the repair center wants to charge me   to fix a   watch  never had a bad experience with samsung but now nobody wants to even lift a finger ,NickRhymesWiff,,,Michigan ,en,negative
224,796,3044,1313957014754779136,2020-10-07 21:38:59,"i am going to take the entire company  and in one glorious motion i will heave all of it  buildings  intellectual properties  people  contracts  devices  everything  into the pacific ocean   how is it possible for this phone camera to be so bad    ",lagginator,,,"Illinois, USA",en,negative
225,797,1644,1313957050863554560,2020-10-07 21:39:07,so  yeah  since the phone makes it near impossible to do the things its supposed to do i am going to lift samsung up off the ground and throw it all into the ocean in one peace ,lagginator,,,"Illinois, USA",en,negative
226,800,4237,1313959266399801344,2020-10-07 21:47:55," you do not seem to understand that if samsung wanted to sell tens of millions of this phone  they would make it way cheaper by having lower weaker specs on it   this is not aimed at average consumers  down the road they will make cheaper versions for mass consumers ",PSYCHOV3N0M,,,"Queens, NY",en,neutral
227,801,3836,1313959454119845888,2020-10-07 21:48:40,i like the samsung watches  but i feel like samsung needs to use the new qualcomm snapdragon wear   and one ui   over wearos for the next galaxy watch  it needs the app support and google assistant ,MaxWinebach,,,"Connecticut, USA",en,neutral
228,810,2645,1313978403217956864,2020-10-07 23:03:58, samsung access program is the worst service i have dealt with in my life  i am not king   i returned the device and was delivered      emails from them said it takes  to  business day to inspect   well  it has been almost a month   escalation has not worked,nico4k,,,"Philadelphia, PA",en,negative
229,811,5930,1313978757737111553,2020-10-07 23:05:23," it has a dock  but there is no desktop mode a la samsung ex  it has just screen mirroring  very different experience and use cases    the mapping software does look to allow mapping functions to at least a keyboard  not sure about mouse movement though  so i will give you that bit ",nickthaskater,,,Greater Vancouver,en,neutral
230,812,1786,1313978760828514317,2020-10-07 23:05:23, what do you think of the samsung s g cell phone  i want your real thoughts on it ,JohnDEcholsJr3,,,"Belpre, OH",en,neutral
231,813,5185,1313978825852817408,2020-10-07 23:05:39, hey there  i just found your new app on my samsung tv app store  how can i enter my server information in the app so i can watch my service ,dutchman,,,"Connecticut, USA",en,neutral
232,814,2644,1313981318036815872,2020-10-07 23:15:33,got a new  sfe and gotta say  it is really nice  reeeeaaaaaallllly enjoying the hz screen  also the back is super nice and wonderful to hold  only downside is i have got less room in my pocket ,TotallyGeeky,,,Alaska,en,positive
233,826,4491,1314003615561003016,2020-10-08 00:44:09,still cannot believe how many features are packed into this  samsung phone  price is nice too for such good specs  ,JessNixdorf,,,"Erie, PA",en,positive
234,831,4490,1314016317033381888,2020-10-08 01:34:37,i have this samsung pay thing at the bottom of my screen  and i do not want to make a samsung account just to get it to fuck off ,TheSecretPony,,,"Texas, USA",en,negative
235,835,791,1314023476001374210,2020-10-08 02:03:04, i cannot link paypal to samsung pay because the paypal fields i need to fill in are not showing on the screen  they are off screen on the left side  please see attached screen shot  i tried switching to the desktop site but that did not work either  ,SamNKhoury,,,"New Hyde Park, NY",en,negative
236,840,5597,1314033876977688577,2020-10-08 02:44:24,it has these trashy samsung phone auto correct ,TheOfficerTatum,,,"Arizona, USA",en,negative
237,841,1641,1314034537911943168,2020-10-08 02:47:02,and yes that is a samsung alias  that i am holding to this day the coolest phone i have ever owned take me back ,Amanda_Rae_Kane,,,university of iowa,en,positive
238,853,4624,1314068857326166016,2020-10-08 05:03:24, loving the samsung galaxy z flip g      innovation meets throwback vibes this phone is immaculate  samsungpro  samsungelite ,VanyNadi,,,"Portland, OR",en,positive
239,854,6014,1314073029102665729,2020-10-08 05:19:59,dude i love this camera on my samsung galaxy   ,GaymerGirl986x,,,"Ohio, USA",en,positive
240,858,6130,1314081175732801536,2020-10-08 05:52:21, nah millies doesn t count  samsung camera is trash and she has a filter on,sararr1999,,,"California, USA",en,negative
241,866,4830,1314106907322314753,2020-10-08 07:34:36,asking on behalf of friend as she asked me this question and i do not know what to say   i usually wait until my mobile turns to worst situation   she is using s   she asked is it worth to buy s or wait for next edition  samsung pro please pour your inputs  ,_blissful_girl_,,,🇮🇳 🇺🇸,en,neutral
242,886,4488,1314169577262084098,2020-10-08 11:43:37,"thank you samsung  samsungf do not worry anymore of charging the phone while travelling as  mah battery is there now which is great news super ",Manisha38410846,,,hindostan,en,positive
243,887,1634,1314169730198990848,2020-10-08 11:44:14,"wow loves an another smart phone is coming for samsung user with a mah betty    samsungf",mh376062,,,Hindostan,en,positive
244,892,1633,1314175394707386371,2020-10-08 12:06:44, the s you got a bad rap at first because of the auto focus bug and the x zoom  a bunch of reviewers trashed samsung and the s you over these two issues  they did not even let samsung fix the auto focus bug with software updates before they said it was a  defective device  ,mkostial05,,,"St Louis, MO",en,negative
245,909,4484,1314188479962640384,2020-10-08 12:58:44, so is this for the phone  or perfume ,KAETHOStv,,,"Utah, USA",en,neutral
246,916,4811,1314198223385497600,2020-10-08 13:37:27, thank you  there is so much to love about this device  samsung really put the best of everything in the sfe ,iamwaynegilbert,,,"Brooklyn, NY",en,positive
247,922,2119,1314201205237833729,2020-10-08 13:49:18, do you want the screen with frame or just a normal screen with no frame ,Ben82234751,,,"Houston, TX",en,neutral
248,928,2993,1314208828569776132,2020-10-08 14:19:36, this iifyou cannot  the flip phone feature is pointless ,Rawr_b4_coffee,,,Michigan,en,negative
249,937,2254,1314215415439130624,2020-10-08 14:45:46,the new samsung fe phone looks interesting and it does not have that stupid curved edge  guess i will wait for a sale to buy it ,MicahsGlass,,,"South Portland, ME",en,positive
250,939,2866,1314215791462547459,2020-10-08 14:47:16,so my  s was not downloading mm messages so i restarted it and when the phone turned back on all of my home screens were deleted  widgets  apps  and all  this is so frustrating     ,SalTrifilio,,,"Boston, MA",en,negative
251,950,1918,1314226499290124288,2020-10-08 15:29:49,"old  sketch  lips i did on my phone   hectic graphics  hectorcantres  artwork  lips  note  phone  sketching ",HectorCantres,,,USA,en,neutral
252,953,4794,1314234155006263299,2020-10-08 16:00:14,"source confirmed that  samsung has cancelled plans for a new note in its smartphone lineup next year      the decision has been finalized internally ",itworldca,,,Toronto Ontario Canada,en,neutral
253,955,5146,1314235644508540930,2020-10-08 16:06:09, i have to agree it has such a premium device ,iamwaynegilbert,,,"Brooklyn, NY",en,positive
254,961,6117,1314243563312443397,2020-10-08 16:37:37,i helped from get through the  mysticmapmayhem escape map  seriously such a good map by  loved the future and past concept  check it out guys  ,MustardPlays,,,"Utah, USA",en,positive
255,964,5925,1314249130533957641,2020-10-08 16:59:44,"writing a bunch of emails on my phone and addressing them to people usernames  my auto correct is going ham   if you get an email from me and  instead of your name  there is a list of ingredients for cupcakes or some deep space star cluster  blame samsung  ",TheHunterWildTV,,,"Seattle, WA",en,negative
256,967,258,1314254657238241280,2020-10-08 17:21:42, we do like your idea for a custom case with a paw print  however  we do not have the option to customize the samsung s   do you plan to upgrade your device soon ,OtterBox,,,"Fort Collins, CO",en,neutral
257,968,1491,1314259657679044609,2020-10-08 17:41:34, oh  same  i will probably have a case that covers everything anyways but it is still nice to have a little bit of colour peeking through  i am so tired of always getting a black phone  if i could get my hands on the samsung s bts edition though    it looks so good ,Sasinett,,,Sweden,en,positive
258,970,1915,1314261380891996160,2020-10-08 17:48:25, i would not know too much about that  i am not really a phone guy  i just know that if you are wanting a decent phone for an ok price that samsung older models can work pretty well ,TheBagelBiscuit,,,United States,en,positive
259,973,368,1314267099074899968,2020-10-08 18:11:08,imagine spending years developing a screen that can fold just to make a fucking flip phone  samsung what are you doing  ,RVKITofficial,,,"New Jersey, USA",en,negative
260,979,3229,1314277958895403008,2020-10-08 18:54:18, no ipod i have a samsung phone,mduszka,,,michigan,en,neutral
261,982,744,1314281284626243585,2020-10-08 19:07:31, is there a direct line with the department that handles samsung access  returned a device that was acknowledged via email  however the  business days to evaluate the return has passed and i have received no word ,Ny3Ranger,,,NYC,en,negative
262,985,2991,1314284269397778432,2020-10-08 19:19:22," thanks for following me   love the product  if you ever want to send me a free phone i promise i will never stop you ",ChrisHoroshak,,,"Eveleth, MN",en,positive
263,989,1429,1314285695926632449,2020-10-08 19:25:02,can you name all of these samsung phones  ,TechPathTV,,,"Fort Lauderdale, Florida",en,neutral
264,994,3160,1314287389590814720,2020-10-08 19:31:46, according to samsung privacy policy  audio and video are fair game  i screenshot that section above  if you use a samsung phone  you essentially consent to samsung spying on you  literally ,MarkTurnerNC,,,"Raleigh, NC, USA",en,negative
265,999,736,1314293364582486016,2020-10-08 19:55:31, tell me more about this phone  i want it,HaTTa_IRL,,,NYC,en,positive
266,1001,5407,1314295780816101380,2020-10-08 20:05:07, none as they do not have what my phone has freedom to make it my own device and i have the samsung galaxy note  ultra g and it has a beast compared to these toys ,Tagonn2321,,,"Dallas, NC",en,positive
267,1004,2922,1314300996869332996,2020-10-08 20:25:50,just shipped off my samsung s  bye phone ,adrieedwards,,,"Chicago, IL",en,neutral
268,1005,3283,1314302324131598336,2020-10-08 20:31:07, samsung has piss poor customer service and i will never buy another samsung phone ,2007RainGlide,,,United States,en,negative
269,1006,3034,1314302626788511749,2020-10-08 20:32:19,ok my two year old smart tv broke yesterday where half the screen went dark  i was ok with it during the debate because it covered pence face and i didn t have to look at him  now i m just mad a tv only two years old is not working  damn you ,dougied86,,,"Mission, KS",en,negative
270,1008,1552,1314305447784935424,2020-10-08 20:43:32,"tfw you try to read a note in your phone and the new version tries to tell you that you now need an add on app and every time you try to install it the app crashes  thanks might want to rethink that  just when notes was starting to become handy   samsungbugs ",LindaWonder,,"Maplewood, MN","Twin Cities, MN",en,negative
271,1010,1623,1314309412119404544,2020-10-08 20:59:17, i love samsung  i need this device ,asniadecki98,,,"South Bend, IN, United States",en,positive
272,1012,1761,1314317379137163269,2020-10-08 21:30:56,ngl i just got my first phone and i am actually a lot happier with it than expected  the note  ultra is a phenomenal piece of kit  still sad my one plus  pro crapped out randomly ,untraceablez,,,"Chicago, IL",en,positive
273,1014,3441,1314323491819225088,2020-10-08 21:55:14,"new phone    galaxys  thursdayvibes  nerd ",ShawnFitzgibbon,,,"South Boston, Massachusetts",en,neutral
274,1015,3158,1314326122063167494,2020-10-08 22:05:41,oh    my  i just tried xbox game pass on my new  work  samsung s  i can litterally play most of my xbox games on my phone  this might be the point where i decide to get the xbox x ,razumasu,,,Denmark,en,neutral
275,1016,5591,1314327163265445888,2020-10-08 22:09:49,starting to finally get used to the new android gestures after one ui   turned them on as a thing across android on samsung devices  the extra screen real estate on my note   is so interesting ,Neybulot,,"Austin, TX","Austin, TX",en,positive
276,1018,4770,1314327529021493248,2020-10-08 22:11:16, has  empathy  they sell you    before tax phone  wrapped in glass  no accessories available at launch  you crack your phone n they shrug their shoulders  looking at my situation you cannot help me at all  baffled and very disappointed ,xepher89,,,"Toronto, Ontario",en,negative
277,1019,1621,1314328407296049152,2020-10-08 22:14:45," heard nothing but good things from you all  plus i am a huge reynolds fan  so   y know  you basically already won my heart and body over  now you have my wallet    now if you will excuse me  i need to go watch foolproof on my samsung smart tv while drinking american aviation gin ",KaelArts,,,"Tennessee, USA",en,neutral
278,1020,4622,1314329343988961283,2020-10-08 22:18:29, haven t been able to convince heather to let you get  the wall  from samsung  you ve saved money by not going for the last  months and   should make up for the theater screen  plus you never have to watch a movie with your brother again ,AuggieFord,,,"Portland, OR",en,neutral
279,1022,1550,1314342417412296704,2020-10-08 23:10:26, why the note  plus screen is so easily cracked  literally had it in my back pocket for  mind car rides and it got cracked  will warranty cover this ,timhuynh94,,,eden prairie minnesota,en,negative
